branch,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___cjs__,ft___css_,ft___html_,ft___ico_,ft___js_,ft___js__,ft___json_,ft___json__,ft___md__,ft___png_,ft___svg_,ft___ts_,ft___ts__,ft___tsx_,ft___tsx__,ft___tsx____dup1,ft___webmanifest_,ft___xml_,ft___yml_,ft___yml__,ft____cjs_,ft____css_,ft____css__,ft____html_,ft____html__,ft____json_,ft____json__,ft____md_,ft____snap_,ft____svg_,ft____ts_,ft____ts__,ft____tsx_,ft____tsx__,ft____tsx____dup1,ft____yaml__,ft____yml_,ft____yml__,ft___
2,0,1,83806327,230.0,1614,0,0,1,False,2,1,0,0,0,3,False,7803,0,0,0,1,6,164,3,5,75,0,11.534025374855824,0,112.0,0,0,13,2,7,8511.0,207.0,232.0,217.0,226.0,214.0,207.0,209.0,216.0,9.763879010584539,218.66666666666666,12.583057392117917,220.5,10.908712114635714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,299.0,1612,1,0,17,False,94,146,13,21,34,240,False,7732,0,4,0,13,6,166,3,5,223,0,10.605276771857218,0,112.0,0,0,8,3,8,66251.0,230.0,207.0,232.0,217.0,226.0,214.0,207.0,219.0,10.456258094238748,223.0,13.892443989449804,221.5,11.73314393786536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,195.0,1611,0,0,3,False,23,21,0,0,0,44,True,7732,24,1,0,2,6,166,3,5,186,1,10.605276771857218,0,112.0,0,0,9,3,8,5160.0,299.0,230.0,207.0,232.0,217.0,226.0,214.0,232.14285714285714,30.829793876641318,245.33333333333334,47.87831798772105,242.0,39.65686153324121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,269.0,1609,1,0,17,False,94,146,13,21,34,240,True,7706,78,4,0,13,6,169,3,5,223,1,10.641058915131069,0,112.0,0,0,9,3,8,455.0,195.0,299.0,230.0,207.0,232.0,217.0,226.0,229.42857142857142,33.420837526195854,241.33333333333334,52.91817583149795,232.75,46.492830988587194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,83806327,235.0,1607,0,0,2,False,2,43,0,0,0,45,True,7706,20,1,0,1,6,169,3,5,76,1,10.641058915131069,0,112.0,0,0,11,3,8,5053.0,269.0,195.0,299.0,230.0,207.0,232.0,217.0,235.57142857142858,36.49592279902484,254.33333333333334,53.52880844305553,248.25,45.36794022214365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,260.0,1606,0,0,5,False,138,123,0,0,0,261,False,7706,0,1,0,4,6,169,3,5,61,0,10.641058915131069,0,112.0,0,0,12,3,8,5222.0,235.0,269.0,195.0,299.0,230.0,207.0,232.0,238.14285714285714,35.59226775311632,233.0,37.04051835490427,249.5,44.762335357604684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,83806327,510.0,1605,0,0,8,True,25,53,0,0,0,78,True,7706,20,3,0,5,6,169,3,5,76,1,10.641058915131069,0,112.0,0,0,13,3,8,4080.0,260.0,235.0,269.0,195.0,299.0,230.0,207.0,242.14285714285714,36.35211397534111,254.66666666666666,17.616280348965084,239.75,33.11973228555247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,202.0,1604,0,0,5,False,138,123,0,0,0,261,True,7715,54,1,0,4,6,171,3,5,61,1,10.628645495787428,0,112.0,0,0,7,4,8,62827.0,510.0,260.0,235.0,269.0,195.0,299.0,230.0,285.42857142857144,104.34375423387375,335.0,152.0690632574555,318.5,128.47438136323782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,188.0,1602,0,0,2,False,13,11,0,0,0,24,True,7715,27,1,0,1,6,171,3,5,158,1,10.628645495787428,0,112.0,0,0,11,4,8,13352.0,202.0,510.0,260.0,235.0,269.0,195.0,299.0,281.42857142857144,107.31706472389365,324.0,163.67040050051813,301.75,140.8506892658558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,83806327,3121.0,1601,0,0,2,True,13,11,0,0,0,24,True,7715,27,1,0,1,6,171,3,5,158,1,10.628645495787428,0,112.0,0,0,11,4,8,465.0,188.0,202.0,510.0,260.0,235.0,269.0,195.0,265.57142857142856,112.36971291657011,300.0,182.0,290.0,149.94221109036198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,195.0,1600,0,0,1,False,2,103,0,0,0,105,False,7512,0,1,0,0,7,172,3,6,51,0,10.915867944621938,0,112.0,0,0,9,2,8,426248.0,3121.0,188.0,202.0,510.0,260.0,235.0,269.0,683.5714285714286,1080.214925704272,1170.3333333333333,1689.3413904043591,1005.25,1418.3063550117326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,231.0,1599,0,0,2,False,245,3,0,0,0,248,False,7513,0,2,0,0,7,172,3,6,144,0,10.914415013975775,0,112.0,0,0,10,2,8,4289.0,195.0,3121.0,188.0,202.0,510.0,260.0,235.0,673.0,1085.2984228619641,1168.0,1691.351234959788,926.5,1463.0111642317247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,235.0,1598,0,0,6,False,250,218,0,0,0,468,True,7513,24,4,0,2,7,172,3,6,307,2,10.914415013975775,0,112.0,0,0,11,2,8,1309.0,231.0,195.0,3121.0,188.0,202.0,510.0,260.0,672.4285714285714,1085.5684927175034,1182.3333333333333,1679.0310697939253,933.75,1458.2883516872328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,83806327,431665.0,1597,0,0,6,True,250,218,0,0,0,468,True,7513,24,4,0,2,7,172,3,6,307,2,10.914415013975775,0,112.0,0,0,12,2,8,5663.0,235.0,231.0,195.0,3121.0,188.0,202.0,510.0,668.8571428571429,1087.1914012064033,220.33333333333334,22.03028218914441,945.5,1450.4448742828297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,215.0,1596,2,0,3,False,604,5,0,0,0,609,False,7513,0,4,0,1,7,172,3,6,198,0,10.914415013975775,0,112.0,0,0,15,3,8,97412.0,431665.0,235.0,231.0,195.0,3121.0,188.0,202.0,62262.42857142857,162894.83598511972,144043.66666666666,249087.38134504796,108081.5,215722.33408326856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,245.0,1595,2,0,3,False,605,8,0,0,0,613,False,7513,0,4,0,1,7,172,3,6,198,0,10.914415013975775,0,112.0,0,0,6,4,8,51315.0,215.0,431665.0,235.0,231.0,195.0,3121.0,188.0,62264.28571428572,162894.01059043914,144038.33333333334,249092.0003399012,108086.5,215719.00017306465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,236.0,1594,0,0,3,False,29,49,0,0,0,78,False,7506,0,1,0,2,7,174,3,6,188,0,10.924593658406607,0,112.0,0,0,9,4,8,12386.0,245.0,215.0,431665.0,235.0,231.0,195.0,3121.0,62272.42857142857,162890.39167781622,144041.66666666666,249089.1138394718,108090.0,215716.66702722193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,266.0,1593,2,0,3,False,88,10,0,0,0,98,False,7506,0,4,0,1,7,174,3,6,198,0,10.924593658406607,0,112.0,0,0,9,4,8,907.0,236.0,245.0,215.0,431665.0,235.0,231.0,195.0,61860.28571428572,163068.5521191566,232.0,15.394804318340652,108090.25,215716.50036622141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,221.0,1592,0,0,3,False,29,37,0,0,0,66,True,7506,40,1,0,2,7,174,3,6,188,1,10.924593658406607,0,112.0,0,0,10,4,8,1877.0,266.0,236.0,245.0,215.0,431665.0,235.0,231.0,61870.42857142857,163064.07942468216,249.0,15.394804318340652,240.5,21.142374511865974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,298.0,1590,0,0,1,False,6,14,0,0,0,20,False,7506,0,0,0,1,7,174,3,6,63,0,10.924593658406607,0,112.0,0,0,10,4,8,1562.0,221.0,266.0,236.0,245.0,215.0,431665.0,235.0,61869.0,163064.70947960098,241.0,22.9128784747792,242.0,18.81488772222678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,204.0,1589,0,0,2,False,15,16,0,0,0,31,True,7506,36,1,0,1,7,174,3,6,190,1,10.924593658406607,0,112.0,0,0,11,4,8,4255.0,298.0,221.0,266.0,236.0,245.0,215.0,431665.0,61878.0,163060.74245711832,261.6666666666667,38.68246803570493,255.25,34.09178786746157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,258.0,1587,1,0,3,False,127,7,0,0,0,134,False,7506,0,1,0,3,7,174,3,6,191,0,10.924593658406607,0,112.0,0,0,12,4,8,2785.0,204.0,298.0,221.0,266.0,236.0,245.0,215.0,240.71428571428572,32.556178551924084,241.0,50.08991914547278,247.25,42.765835273810175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,261.0,1586,2,0,3,False,92,10,0,0,0,102,False,7506,0,4,0,1,7,174,3,6,198,0,10.924593658406607,0,112.0,0,0,12,4,8,1042.0,258.0,204.0,298.0,221.0,266.0,236.0,245.0,246.85714285714286,30.910777901505334,253.33333333333334,47.1734388542253,245.25,41.77219968671349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,251.0,1584,2,0,4,False,71,10,0,0,0,81,False,7567,0,5,0,1,7,175,3,6,279,0,10.83652702524118,0,112.0,0,0,11,0,8,255113.0,261.0,258.0,204.0,298.0,221.0,266.0,236.0,249.14285714285714,31.339158526400432,241.0,32.07802986469088,255.25,38.70723446592381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,203.0,1583,2,0,5,False,75,10,0,0,0,85,False,7567,0,6,0,1,7,175,3,6,282,0,10.83652702524118,0,112.0,0,0,12,0,8,1212.0,251.0,261.0,258.0,204.0,298.0,221.0,266.0,251.28571428571428,30.798886807341407,256.6666666666667,5.131601439446884,243.5,26.664583251946766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,318.0,1582,2,0,5,False,76,11,0,0,0,87,True,7567,45,6,0,1,7,175,3,6,282,1,10.83652702524118,0,112.0,0,0,12,0,8,2548.0,203.0,251.0,261.0,258.0,204.0,298.0,221.0,242.28571428571428,34.73573705237055,238.33333333333334,31.00537587795596,243.25,27.158485475691265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,207.0,1580,0,0,2,False,3,3,0,0,0,6,True,7567,27,0,0,2,7,175,3,6,96,1,10.83652702524118,0,112.0,0,0,13,0,8,621.0,318.0,203.0,251.0,261.0,258.0,204.0,298.0,256.14285714285717,43.15641540346222,257.3333333333333,57.76100183803371,258.25,47.19728099513078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,228.0,1578,1,0,2,False,211,178,0,0,0,389,True,7595,42,1,0,2,7,177,3,6,81,1,10.796576695194206,0,112.0,0,0,8,1,8,71047.0,207.0,318.0,203.0,251.0,261.0,258.0,204.0,243.14285714285714,42.14035505082419,242.66666666666666,65.27122898592712,244.75,53.45636850117424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,259.0,1576,1,0,3,False,138,15,0,0,0,153,True,7595,71,1,0,3,7,177,3,6,189,1,10.796576695194206,0,112.0,0,0,14,1,8,19722.0,228.0,207.0,318.0,203.0,251.0,261.0,258.0,246.57142857142858,39.305882269100394,251.0,58.966091951222275,239.0,53.79591062525106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,276.0,1575,0,0,2,False,113,109,0,0,0,222,False,7696,0,2,0,0,7,180,3,6,141,0,10.654885654885655,0,112.0,0,0,8,2,8,66409.0,259.0,228.0,207.0,318.0,203.0,251.0,261.0,246.71428571428572,39.35612737433349,231.33333333333334,26.159765544311234,253.0,48.31148931672465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,210.0,1574,0,0,4,False,17,28,0,0,0,45,False,7696,0,0,0,4,7,180,3,6,23,0,10.654885654885655,0,112.0,0,0,9,2,8,3489.0,276.0,259.0,228.0,207.0,318.0,203.0,251.0,248.85714285714286,40.6506603940968,254.33333333333334,24.33789911502908,242.5,30.903074280724887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,274.0,1572,0,0,2,False,113,109,0,0,0,222,True,7696,15,2,0,0,7,180,3,6,141,1,10.654885654885655,0,112.0,0,0,10,2,8,4791.0,210.0,276.0,259.0,228.0,207.0,318.0,203.0,243.0,43.16634491514579,248.33333333333334,34.26854728950927,243.25,29.769951293208393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,278.0,1571,0,0,3,False,9,23,0,0,0,32,False,7696,0,0,0,3,7,180,3,6,10,0,10.654885654885655,0,112.0,0,0,11,2,8,212.0,274.0,210.0,276.0,259.0,228.0,207.0,318.0,253.14285714285714,40.45750268874148,253.33333333333334,37.5410886008029,254.75,30.78284154091908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,295.0,1569,0,0,3,False,9,23,0,0,0,32,True,7696,32,0,0,3,7,180,3,6,10,1,10.654885654885655,0,112.0,0,0,11,2,8,97.0,278.0,274.0,210.0,276.0,259.0,228.0,207.0,247.42857142857142,31.632563089624078,254.0,38.157568056677825,259.5,33.04037933599835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,263.0,1567,0,0,4,False,11,16,0,0,0,27,False,7696,0,1,1,2,7,180,3,6,188,0,10.654885654885655,0,112.0,0,0,12,2,8,5870.0,295.0,278.0,274.0,210.0,276.0,259.0,228.0,260.0,30.347981810987037,282.3333333333333,11.150485789118486,264.25,37.29499519595983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,246.0,1566,0,0,4,False,13,17,0,0,0,30,True,7692,67,1,1,2,7,181,3,6,187,1,10.660426417056682,0,112.0,0,0,6,3,8,63698.0,263.0,295.0,278.0,274.0,210.0,276.0,259.0,265.0,26.8824602048746,278.6666666666667,16.010413278030438,277.5,13.279056191361393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,215.0,1564,3,0,4,False,108,96,0,0,0,204,True,7703,21,4,0,3,7,182,3,6,194,1,10.64520316759704,0,112.0,0,0,12,3,8,22979.0,246.0,263.0,295.0,278.0,274.0,210.0,276.0,263.14285714285717,27.799451861673887,268.0,24.879710609249457,270.5,20.92048437935094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,220.0,1562,0,0,3,False,104,4,0,0,0,108,True,7703,33,2,0,1,7,182,3,6,88,1,10.64520316759704,0,112.0,0,0,6,4,8,63410.0,215.0,246.0,263.0,295.0,278.0,274.0,210.0,254.42857142857142,32.294773276064056,241.33333333333334,24.33789911502908,254.75,33.39036787258665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,216.0,1561,0,0,2,False,357,2,0,0,0,359,False,7703,0,1,0,1,7,182,3,6,152,0,10.64520316759704,0,112.0,0,0,7,4,8,4897.0,220.0,215.0,246.0,263.0,295.0,278.0,274.0,255.85714285714286,30.151995906454633,227.0,16.64331697709324,236.0,22.55363976538303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,83806327,203.0,1559,1,1,5,False,68,46,0,0,0,114,False,7703,0,3,0,4,7,182,3,6,93,0,10.64520316759704,0,112.0,0,0,8,4,8,3320.0,216.0,220.0,215.0,246.0,263.0,295.0,278.0,247.57142857142858,32.23278425690807,217.0,2.6457513110645907,224.25,14.660036380127666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,83806327,289.0,1558,1,1,5,False,68,46,0,0,0,114,False,7716,0,3,0,4,7,183,3,6,93,0,10.627268014515291,0,112.0,0,0,9,4,8,2151.0,203.0,216.0,220.0,215.0,246.0,263.0,295.0,236.85714285714286,32.89087295602724,213.0,8.888194417315589,213.5,7.32575365861197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,231.0,1554,0,0,2,False,357,2,0,0,0,359,True,8144,110,1,0,1,7,185,3,6,152,1,10.068762278978388,0,112.0,0,0,5,0,8,245383.0,289.0,203.0,216.0,220.0,215.0,246.0,263.0,236.0,31.15552385479446,236.0,46.357307945997036,232.0,38.68677637987775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
