model,model_key,project,repo,id_build,run_url,actual_duration,prediction,baseline_lag1,baseline_mean7,abs_error_model,abs_error_lag1,abs_error_mean7,case_type
LGBM,lightgbm,bruce,pr3y/Bruce,16963328986,https://github.com/pr3y/Bruce/actions/runs/16963328986,438.0,328.57069051011496,316.0,336.85714285714283,109.42930948988504,122.0,101.14285714285717,worst_model
LGBM,lightgbm,ccpay,hmcts/ccpay-payment-app,16564270830,https://github.com/hmcts/ccpay-payment-app/actions/runs/16564270830,342.0,341.6351348608614,313.0,333.85714285714283,0.3648651391386011,29.0,8.142857142857167,best_model
LGBM,lightgbm,ccpay,hmcts/ccpay-payment-app,16805078426,https://github.com/hmcts/ccpay-payment-app/actions/runs/16805078426,337.0,337.4921977215651,329.0,321.57142857142856,0.49219772156510544,8.0,15.428571428571445,best_model
LGBM,lightgbm,ccpay,hmcts/ccpay-payment-app,16600647936,https://github.com/hmcts/ccpay-payment-app/actions/runs/16600647936,339.0,339.5165104419299,309.0,335.7142857142857,0.5165104419298814,30.0,3.2857142857142776,best_model
LGBM,lightgbm,ccpay,hmcts/ccpay-payment-app,16624406460,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624406460,416.0,332.0062984337254,311.0,329.85714285714283,83.99370156627458,105.0,86.14285714285717,worst_model
LGBM,lightgbm,ccpay,hmcts/ccpay-payment-app,16565220137,https://github.com/hmcts/ccpay-payment-app/actions/runs/16565220137,397.0,332.9456653505359,353.0,332.57142857142856,64.05433464946412,44.0,64.42857142857144,worst_model
LGBM,lightgbm,ccpay,hmcts/ccpay-payment-app,16600592471,https://github.com/hmcts/ccpay-payment-app/actions/runs/16600592471,390.0,340.11592737889947,329.0,327.57142857142856,49.88407262110053,61.0,62.428571428571445,worst_model
LGBM,lightgbm,daos,daos-stack/daos,19634197206,https://github.com/daos-stack/daos/actions/runs/19634197206,2389.0,2390.2616474248553,2431.0,2359.5714285714284,1.261647424855255,42.0,29.42857142857156,best_model
LGBM,lightgbm,daos,daos-stack/daos,20078221060,https://github.com/daos-stack/daos/actions/runs/20078221060,2503.0,2500.9632094871117,2506.0,2419.8571428571427,2.036790512888274,3.0,83.14285714285734,best_model
LGBM,lightgbm,daos,daos-stack/daos,20496269134,https://github.com/daos-stack/daos/actions/runs/20496269134,2455.0,2457.3394076271593,2447.0,2232.8571428571427,2.3394076271592894,8.0,222.14285714285734,best_model
LGBM,lightgbm,daos,daos-stack/daos,19942358272,https://github.com/daos-stack/daos/actions/runs/19942358272,7964.0,2874.1774497739134,3560.0,4389.714285714285,5089.822550226087,4404.0,3574.2857142857147,worst_model
LGBM,lightgbm,daos,daos-stack/daos,19711730134,https://github.com/daos-stack/daos/actions/runs/19711730134,8038.0,3111.7442681674756,3023.0,4191.285714285715,4926.255731832524,5015.0,3846.7142857142853,worst_model
LGBM,lightgbm,daos,daos-stack/daos,20080538087,https://github.com/daos-stack/daos/actions/runs/20080538087,7264.0,2684.5272243006593,3327.0,2586.8571428571427,4579.472775699341,3937.0,4677.142857142857,worst_model
LGBM,lightgbm,filterlists,collinbarrett/FilterLists,16914458554,https://github.com/collinbarrett/FilterLists/actions/runs/16914458554,29.0,29.129891131268693,124.0,116.42857142857143,0.12989113126869256,95.0,87.42857142857143,best_model
LGBM,lightgbm,filterlists,collinbarrett/FilterLists,16914545583,https://github.com/collinbarrett/FilterLists/actions/runs/16914545583,28.0,28.20373635314033,104.0,90.14285714285714,0.20373635314032867,76.0,62.14285714285714,best_model
LGBM,lightgbm,filterlists,collinbarrett/FilterLists,16876785807,https://github.com/collinbarrett/FilterLists/actions/runs/16876785807,91.0,91.29356679679626,117.0,95.57142857142857,0.29356679679625586,26.0,4.571428571428569,best_model
LGBM,lightgbm,filterlists,collinbarrett/FilterLists,16622680257,https://github.com/collinbarrett/FilterLists/actions/runs/16622680257,219.0,150.56825648001453,86.0,95.14285714285714,68.43174351998547,133.0,123.85714285714286,worst_model
LGBM,lightgbm,filterlists,collinbarrett/FilterLists,16622686256,https://github.com/collinbarrett/FilterLists/actions/runs/16622686256,205.0,137.86272143127002,219.0,111.14285714285714,67.13727856872998,14.0,93.85714285714286,worst_model
LGBM,lightgbm,filterlists,collinbarrett/FilterLists,16813170564,https://github.com/collinbarrett/FilterLists/actions/runs/16813170564,105.0,158.1867281471851,90.0,112.28571428571429,53.18672814718511,15.0,7.285714285714292,worst_model
LGBM,lightgbm,jod,Opetushallitus/jod-yksilo-ui,17229474939,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/17229474939,172.0,172.73980341423314,196.0,863.5714285714286,0.7398034142331369,24.0,691.5714285714286,best_model
LGBM,lightgbm,jod,Opetushallitus/jod-yksilo-ui,16674951680,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/16674951680,190.0,190.8808377000937,184.0,179.42857142857142,0.8808377000937071,6.0,10.571428571428584,best_model
LGBM,lightgbm,jod,Opetushallitus/jod-yksilo-ui,17035718201,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/17035718201,170.0,168.17843690412425,167.0,172.42857142857142,1.8215630958757458,3.0,2.4285714285714164,best_model
LGBM,lightgbm,jod,Opetushallitus/jod-yksilo-ui,16828534619,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/16828534619,1206238.0,42713.97244853479,168.0,171.71428571428572,1163524.0275514652,1206070.0,1206066.2857142857,worst_model
LGBM,lightgbm,jod,Opetushallitus/jod-yksilo-ui,17095787568,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/17095787568,170822.0,35042.58137286089,183.0,178.0,135779.41862713912,170639.0,170644.0,worst_model
LGBM,lightgbm,jod,Opetushallitus/jod-yksilo-ui,17152365031,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/17152365031,4984.0,601.4587117357602,166.0,24554.0,4382.5412882642395,4818.0,19570.0,worst_model
LGBM,lightgbm,m2os,m2Giles/m2os,17179806130,https://github.com/m2Giles/m2os/actions/runs/17179806130,1948.0,1877.5045836092079,7434.0,5585.571428571428,70.49541639079212,5486.0,3637.5714285714284,best_model
LGBM,lightgbm,m2os,m2Giles/m2os,17196648601,https://github.com/m2Giles/m2os/actions/runs/17196648601,2064.0,2139.971516929288,2074.0,1948.857142857143,75.9715169292881,10.0,115.14285714285711,best_model
LGBM,lightgbm,m2os,m2Giles/m2os,16406920598,https://github.com/m2Giles/m2os/actions/runs/16406920598,3555.0,3649.43735146754,2329.0,2156.4285714285716,94.43735146753988,1226.0,1398.5714285714284,best_model
LGBM,lightgbm,m2os,m2Giles/m2os,16901402234,https://github.com/m2Giles/m2os/actions/runs/16901402234,8500.0,5661.736668093818,8283.0,3884.714285714286,2838.2633319061824,217.0,4615.285714285714,worst_model
LGBM,lightgbm,m2os,m2Giles/m2os,17112927257,https://github.com/m2Giles/m2os/actions/runs/17112927257,7434.0,4680.304758136624,8500.0,4797.571428571428,2753.6952418633764,1066.0,2636.4285714285716,worst_model
LGBM,lightgbm,m2os,m2Giles/m2os,16900027590,https://github.com/m2Giles/m2os/actions/runs/16900027590,8283.0,5587.530536120321,5837.0,2975.0,2695.469463879679,2446.0,5308.0,worst_model
LGBM,lightgbm,orange,Orange-OpenSource/ouds-android,16470366278,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16470366278,924.0,924.0694789153641,876.0,1006.5714285714286,0.06947891536412953,48.0,82.57142857142856,best_model
LGBM,lightgbm,orange,Orange-OpenSource/ouds-android,16729509090,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16729509090,826.0,829.0801258902648,971.0,1007.2857142857143,3.0801258902647533,145.0,181.28571428571433,best_model
LGBM,lightgbm,orange,Orange-OpenSource/ouds-android,16725624705,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16725624705,847.0,850.1354628903393,1100.0,987.0,3.1354628903393404,253.0,140.0,best_model
LGBM,lightgbm,orange,Orange-OpenSource/ouds-android,16744886252,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16744886252,1493.0,771.5234079104735,826.0,1007.7142857142857,721.4765920895265,667.0,485.28571428571433,worst_model
LGBM,lightgbm,orange,Orange-OpenSource/ouds-android,16770567474,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16770567474,1253.0,826.3036265936337,1145.0,1028.0,426.6963734063663,108.0,225.0,worst_model
LGBM,lightgbm,orange,Orange-OpenSource/ouds-android,17276340744,https://github.com/Orange-OpenSource/ouds-android/actions/runs/17276340744,1223.0,805.4599147301016,1122.0,927.5714285714286,417.54008526989844,101.0,295.42857142857144,worst_model
LGBM,lightgbm,radare2,radareorg/radare2,16963248863,https://github.com/radareorg/radare2/actions/runs/16963248863,2324.0,2323.2994196250074,955.0,1160.857142857143,0.700580374992569,1369.0,1163.142857142857,best_model
LGBM,lightgbm,radare2,radareorg/radare2,16222178222,https://github.com/radareorg/radare2/actions/runs/16222178222,1078.0,1078.805062684683,3404.0,2518.1428571428573,0.80506268468298,2326.0,1440.1428571428573,best_model
LGBM,lightgbm,radare2,radareorg/radare2,16916073200,https://github.com/radareorg/radare2/actions/runs/16916073200,947.0,940.4734449750854,2644.0,3443.4285714285716,6.5265550249146145,1697.0,2496.4285714285716,best_model
LGBM,lightgbm,radare2,radareorg/radare2,17243347833,https://github.com/radareorg/radare2/actions/runs/17243347833,5935.0,1830.0744570299987,5366.0,2616.285714285714,4104.9255429700015,569.0,3318.714285714286,worst_model
LGBM,lightgbm,radare2,radareorg/radare2,16177243785,https://github.com/radareorg/radare2/actions/runs/16177243785,5152.0,1102.6568508487976,5698.0,3607.714285714286,4049.3431491512024,546.0,1544.2857142857142,worst_model
LGBM,lightgbm,radare2,radareorg/radare2,16182201971,https://github.com/radareorg/radare2/actions/runs/16182201971,5474.0,1536.4385538099477,2710.0,4069.1428571428573,3937.5614461900523,2764.0,1404.8571428571427,worst_model
LGBM,lightgbm,rustlang,rust-lang/crates.io,16255366073,https://github.com/rust-lang/crates.io/actions/runs/16255366073,343.0,343.10870755397525,326.0,481.0,0.10870755397525045,17.0,138.0,best_model
LGBM,lightgbm,rustlang,rust-lang/crates.io,16488986084,https://github.com/rust-lang/crates.io/actions/runs/16488986084,461.0,460.8814106056784,500.0,491.85714285714283,0.11858939432158877,39.0,30.857142857142833,best_model
LGBM,lightgbm,rustlang,rust-lang/crates.io,16023544000,https://github.com/rust-lang/crates.io/actions/runs/16023544000,321.0,320.8625108416368,546.0,528.1428571428571,0.1374891583632234,225.0,207.1428571428571,best_model
LGBM,lightgbm,rustlang,rust-lang/crates.io,15971371203,https://github.com/rust-lang/crates.io/actions/runs/15971371203,907.0,443.94019276641575,334.0,448.7142857142857,463.05980723358425,573.0,458.2857142857143,worst_model
LGBM,lightgbm,rustlang,rust-lang/crates.io,16089747756,https://github.com/rust-lang/crates.io/actions/runs/16089747756,330.0,624.2785163992579,453.0,495.42857142857144,294.2785163992579,123.0,165.42857142857144,worst_model
LGBM,lightgbm,rustlang,rust-lang/crates.io,16117493586,https://github.com/rust-lang/crates.io/actions/runs/16117493586,323.0,608.947446458653,535.0,499.14285714285717,285.94744645865296,212.0,176.14285714285717,worst_model
RF,random_forest,bmad,bmad-sim/bmad-ecosystem,16818200706,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/16818200706,1112.0,1111.777777777757,1165.0,1155.2857142857142,0.22222222224309007,53.0,43.28571428571422,best_model
RF,random_forest,bmad,bmad-sim/bmad-ecosystem,17180389508,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/17180389508,1113.0,1111.777777777757,1191.0,1155.4285714285713,1.22222222224309,78.0,42.42857142857133,best_model
RF,random_forest,bmad,bmad-sim/bmad-ecosystem,17075600703,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/17075600703,1138.0,1139.6000000000179,1211.0,1168.0,1.6000000000178716,73.0,30.0,best_model
RF,random_forest,bmad,bmad-sim/bmad-ecosystem,17184583649,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/17184583649,1099.0,1254.1277777777896,1161.0,1138.0,155.12777777778956,62.0,39.0,worst_model
RF,random_forest,bmad,bmad-sim/bmad-ecosystem,16732721367,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/16732721367,1221.0,1086.4615384615188,1113.0,1124.5714285714287,134.53846153848122,108.0,96.42857142857133,worst_model
RF,random_forest,bmad,bmad-sim/bmad-ecosystem,16897356510,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/16897356510,1126.0,1254.1277777777896,1178.0,1158.7142857142858,128.12777777778956,52.0,32.71428571428578,worst_model
RF,random_forest,bruce,pr3y/Bruce,15662742509,https://github.com/pr3y/Bruce/actions/runs/15662742509,319.0,318.7800448286652,317.0,347.2857142857143,0.2199551713347887,2.0,28.285714285714278,best_model
RF,random_forest,bruce,pr3y/Bruce,15935149443,https://github.com/pr3y/Bruce/actions/runs/15935149443,330.0,329.4525982718755,338.0,336.0,0.5474017281244983,8.0,6.0,best_model
RF,random_forest,bruce,pr3y/Bruce,16282605847,https://github.com/pr3y/Bruce/actions/runs/16282605847,310.0,312.44555557762175,302.0,373.0,2.4455555776217466,8.0,63.0,best_model
RF,random_forest,bruce,pr3y/Bruce,16963328986,https://github.com/pr3y/Bruce/actions/runs/16963328986,438.0,325.1003140179767,316.0,336.85714285714283,112.8996859820233,122.0,101.14285714285717,worst_model
RF,random_forest,bruce,pr3y/Bruce,16226295126,https://github.com/pr3y/Bruce/actions/runs/16226295126,441.0,333.61057146334235,436.0,345.85714285714283,107.38942853665765,5.0,95.14285714285717,worst_model
RF,random_forest,bruce,pr3y/Bruce,16200244216,https://github.com/pr3y/Bruce/actions/runs/16200244216,436.0,337.1125321285141,329.0,328.7142857142857,98.88746787148591,107.0,107.28571428571428,worst_model
RF,random_forest,ccpay,hmcts/ccpay-payment-app,16744672678,https://github.com/hmcts/ccpay-payment-app/actions/runs/16744672678,333.0,332.63056977947116,328.0,336.85714285714283,0.3694302205288409,5.0,3.857142857142833,best_model
RF,random_forest,ccpay,hmcts/ccpay-payment-app,16805032574,https://github.com/hmcts/ccpay-payment-app/actions/runs/16805032574,338.0,336.7699990808406,306.0,338.2857142857143,1.2300009191594086,32.0,0.2857142857142776,best_model
RF,random_forest,ccpay,hmcts/ccpay-payment-app,16624402734,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624402734,337.0,335.59245858261795,337.0,335.14285714285717,1.407541417382049,0.0,1.8571428571428328,best_model
RF,random_forest,ccpay,hmcts/ccpay-payment-app,16624406460,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624406460,416.0,331.8597179595249,311.0,329.85714285714283,84.14028204047509,105.0,86.14285714285717,worst_model
RF,random_forest,ccpay,hmcts/ccpay-payment-app,16565220137,https://github.com/hmcts/ccpay-payment-app/actions/runs/16565220137,397.0,337.8426376036833,353.0,332.57142857142856,59.15736239631673,44.0,64.42857142857144,worst_model
RF,random_forest,ccpay,hmcts/ccpay-payment-app,16600592471,https://github.com/hmcts/ccpay-payment-app/actions/runs/16600592471,390.0,337.1644854443719,329.0,327.57142857142856,52.835514555628095,61.0,62.428571428571445,worst_model
RF,random_forest,daos,daos-stack/daos,19688482581,https://github.com/daos-stack/daos/actions/runs/19688482581,2403.0,2402.973859841898,1628.0,2571.4285714285716,0.026140158101952693,775.0,168.42857142857156,best_model
RF,random_forest,daos,daos-stack/daos,20291725277,https://github.com/daos-stack/daos/actions/runs/20291725277,2484.0,2483.023693695219,2624.0,5636.571428571428,0.9763063047807918,140.0,3152.5714285714284,best_model
RF,random_forest,daos,daos-stack/daos,20095465900,https://github.com/daos-stack/daos/actions/runs/20095465900,2372.0,2370.7331872686495,2399.0,2596.1428571428573,1.2668127313504556,27.0,224.14285714285734,best_model
RF,random_forest,daos,daos-stack/daos,19942358272,https://github.com/daos-stack/daos/actions/runs/19942358272,7964.0,2444.3132984911176,3560.0,4389.714285714285,5519.686701508883,4404.0,3574.2857142857147,worst_model
RF,random_forest,daos,daos-stack/daos,19711730134,https://github.com/daos-stack/daos/actions/runs/19711730134,8038.0,2708.9392900628955,3023.0,4191.285714285715,5329.060709937105,5015.0,3846.7142857142853,worst_model
RF,random_forest,daos,daos-stack/daos,20080538087,https://github.com/daos-stack/daos/actions/runs/20080538087,7264.0,2417.689196219678,3327.0,2586.8571428571427,4846.310803780322,3937.0,4677.142857142857,worst_model
RF,random_forest,filterlists,collinbarrett/FilterLists,16668483322,https://github.com/collinbarrett/FilterLists/actions/runs/16668483322,87.0,87.07856362340057,114.0,104.71428571428571,0.07856362340056933,27.0,17.714285714285708,best_model
RF,random_forest,filterlists,collinbarrett/FilterLists,16971990785,https://github.com/collinbarrett/FilterLists/actions/runs/16971990785,116.0,116.34317253930723,117.0,87.42857142857143,0.3431725393072327,1.0,28.57142857142857,best_model
RF,random_forest,filterlists,collinbarrett/FilterLists,16912701413,https://github.com/collinbarrett/FilterLists/actions/runs/16912701413,100.0,99.62244613306306,130.0,109.14285714285714,0.3775538669369354,30.0,9.142857142857139,best_model
RF,random_forest,filterlists,collinbarrett/FilterLists,16622680257,https://github.com/collinbarrett/FilterLists/actions/runs/16622680257,219.0,134.78862629929827,86.0,95.14285714285714,84.21137370070173,133.0,123.85714285714286,worst_model
RF,random_forest,filterlists,collinbarrett/FilterLists,16813068759,https://github.com/collinbarrett/FilterLists/actions/runs/16813068759,189.0,133.84235577319967,90.0,94.57142857142857,55.15764422680033,99.0,94.42857142857143,worst_model
RF,random_forest,filterlists,collinbarrett/FilterLists,16622686256,https://github.com/collinbarrett/FilterLists/actions/runs/16622686256,205.0,154.80006682239483,219.0,111.14285714285714,50.199933177605175,14.0,93.85714285714286,worst_model
RF,random_forest,jod,Opetushallitus/jod-yksilo-ui,16520110724,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/16520110724,184.0,184.16666666666475,196.0,185.14285714285714,0.16666666666475294,12.0,1.1428571428571388,best_model
RF,random_forest,jod,Opetushallitus/jod-yksilo-ui,16622406552,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/16622406552,184.0,184.16666666666475,174.0,180.85714285714286,0.16666666666475294,10.0,3.142857142857139,best_model
RF,random_forest,jod,Opetushallitus/jod-yksilo-ui,16958005591,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/16958005591,184.0,184.16666666666475,166.0,176.14285714285714,0.16666666666475294,18.0,7.857142857142861,best_model
RF,random_forest,jod,Opetushallitus/jod-yksilo-ui,16828534619,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/16828534619,1206238.0,46183.40999999894,168.0,171.71428571428572,1160054.590000001,1206070.0,1206066.2857142857,worst_model
RF,random_forest,jod,Opetushallitus/jod-yksilo-ui,17095787568,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/17095787568,170822.0,79897.21090908934,183.0,178.0,90924.78909091066,170639.0,170644.0,worst_model
RF,random_forest,jod,Opetushallitus/jod-yksilo-ui,17152365031,https://github.com/Opetushallitus/jod-yksilo-ui/actions/runs/17152365031,4984.0,38169.52888888867,166.0,24554.0,33185.52888888867,4818.0,19570.0,worst_model
RF,random_forest,m2os,m2Giles/m2os,16881048292,https://github.com/m2Giles/m2os/actions/runs/16881048292,3246.0,3332.8013151621362,3859.0,2269.5714285714284,86.80131516213623,613.0,976.4285714285716,best_model
RF,random_forest,m2os,m2Giles/m2os,16400253160,https://github.com/m2Giles/m2os/actions/runs/16400253160,1958.0,2128.615663442601,1960.0,2158.8571428571427,170.6156634426011,2.0,200.85714285714266,best_model
RF,random_forest,m2os,m2Giles/m2os,16840953558,https://github.com/m2Giles/m2os/actions/runs/16840953558,2110.0,2310.043743581624,1915.0,2000.4285714285713,200.04374358162386,195.0,109.57142857142867,best_model
RF,random_forest,m2os,m2Giles/m2os,16900027590,https://github.com/m2Giles/m2os/actions/runs/16900027590,8283.0,4087.5357836402777,5837.0,2975.0,4195.464216359722,2446.0,5308.0,worst_model
RF,random_forest,m2os,m2Giles/m2os,16901402234,https://github.com/m2Giles/m2os/actions/runs/16901402234,8500.0,4800.795148352005,8283.0,3884.714285714286,3699.2048516479954,217.0,4615.285714285714,worst_model
RF,random_forest,m2os,m2Giles/m2os,17112927257,https://github.com/m2Giles/m2os/actions/runs/17112927257,7434.0,4417.830434189872,8500.0,4797.571428571428,3016.169565810128,1066.0,2636.4285714285716,worst_model
RF,random_forest,orange,Orange-OpenSource/ouds-android,16810159736,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16810159736,893.0,891.1149288572434,897.0,967.4285714285714,1.8850711427566011,4.0,74.42857142857144,best_model
RF,random_forest,orange,Orange-OpenSource/ouds-android,17112794461,https://github.com/Orange-OpenSource/ouds-android/actions/runs/17112794461,848.0,845.8825636577321,1084.0,1055.0,2.1174363422678653,236.0,207.0,best_model
RF,random_forest,orange,Orange-OpenSource/ouds-android,16680943085,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16680943085,870.0,872.4106736965313,1014.0,973.8571428571429,2.410673696531262,144.0,103.85714285714289,best_model
RF,random_forest,orange,Orange-OpenSource/ouds-android,16744886252,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16744886252,1493.0,841.4662294212545,826.0,1007.7142857142857,651.5337705787455,667.0,485.28571428571433,worst_model
RF,random_forest,orange,Orange-OpenSource/ouds-android,16578582926,https://github.com/Orange-OpenSource/ouds-android/actions/runs/16578582926,1374.0,955.5033481835786,1039.0,982.0,418.4966518164214,335.0,392.0,worst_model
RF,random_forest,orange,Orange-OpenSource/ouds-android,17276340744,https://github.com/Orange-OpenSource/ouds-android/actions/runs/17276340744,1223.0,842.5943531506476,1122.0,927.5714285714286,380.40564684935237,101.0,295.42857142857144,worst_model
RF,random_forest,radare2,radareorg/radare2,16610231828,https://github.com/radareorg/radare2/actions/runs/16610231828,2924.0,2935.1223945504935,1051.0,2042.7142857142858,11.122394550493482,1873.0,881.2857142857142,best_model
RF,random_forest,radare2,radareorg/radare2,16222178222,https://github.com/radareorg/radare2/actions/runs/16222178222,1078.0,1089.3611303711277,3404.0,2518.1428571428573,11.361130371127729,2326.0,1440.1428571428573,best_model
RF,random_forest,radare2,radareorg/radare2,17322685595,https://github.com/radareorg/radare2/actions/runs/17322685595,1035.0,1020.3003782389612,2604.0,1613.857142857143,14.69962176103877,1569.0,578.8571428571429,best_model
RF,random_forest,radare2,radareorg/radare2,17243347833,https://github.com/radareorg/radare2/actions/runs/17243347833,5935.0,1721.9911467221648,5366.0,2616.285714285714,4213.008853277835,569.0,3318.714285714286,worst_model
RF,random_forest,radare2,radareorg/radare2,16177243785,https://github.com/radareorg/radare2/actions/runs/16177243785,5152.0,1387.1483718925972,5698.0,3607.714285714286,3764.8516281074026,546.0,1544.2857142857142,worst_model
RF,random_forest,radare2,radareorg/radare2,16182201971,https://github.com/radareorg/radare2/actions/runs/16182201971,5474.0,1741.8703367927073,2710.0,4069.1428571428573,3732.1296632072927,2764.0,1404.8571428571427,worst_model
RF,random_forest,rustlang,rust-lang/crates.io,16816563530,https://github.com/rust-lang/crates.io/actions/runs/16816563530,562.0,562.006839965591,496.0,542.0,0.0068399655909843204,66.0,20.0,best_model
RF,random_forest,rustlang,rust-lang/crates.io,16488986084,https://github.com/rust-lang/crates.io/actions/runs/16488986084,461.0,461.0193733779775,500.0,491.85714285714283,0.019373377977501605,39.0,30.857142857142833,best_model
RF,random_forest,rustlang,rust-lang/crates.io,16692774937,https://github.com/rust-lang/crates.io/actions/runs/16692774937,490.0,490.10411333646005,498.0,468.7142857142857,0.1041133364600455,8.0,21.285714285714278,best_model
RF,random_forest,rustlang,rust-lang/crates.io,15971371203,https://github.com/rust-lang/crates.io/actions/runs/15971371203,907.0,476.1637285720387,334.0,448.7142857142857,430.8362714279613,573.0,458.2857142857143,worst_model
RF,random_forest,rustlang,rust-lang/crates.io,16622913990,https://github.com/rust-lang/crates.io/actions/runs/16622913990,321.0,657.2466298047328,486.0,470.14285714285717,336.24662980473283,165.0,149.14285714285717,worst_model
RF,random_forest,rustlang,rust-lang/crates.io,16197268942,https://github.com/rust-lang/crates.io/actions/runs/16197268942,315.0,647.4705328634458,342.0,431.2857142857143,332.4705328634458,27.0,116.28571428571428,worst_model
XGB,xgboost,bmad,bmad-sim/bmad-ecosystem,16710213981,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/16710213981,1145.0,1145.285400390625,1127.0,1144.857142857143,0.285400390625,18.0,0.14285714285711038,best_model
XGB,xgboost,bmad,bmad-sim/bmad-ecosystem,16898408470,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/16898408470,1148.0,1147.401123046875,1148.0,1149.5714285714287,0.598876953125,0.0,1.5714285714286689,best_model
XGB,xgboost,bmad,bmad-sim/bmad-ecosystem,17060814448,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/17060814448,1134.0,1137.5609130859375,1160.0,1144.857142857143,3.5609130859375,26.0,10.85714285714289,best_model
XGB,xgboost,bmad,bmad-sim/bmad-ecosystem,17220289767,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/17220289767,1235.0,1122.0283203125,1124.0,1137.0,112.9716796875,111.0,98.0,worst_model
XGB,xgboost,bmad,bmad-sim/bmad-ecosystem,16870876036,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/16870876036,1257.0,1150.0303955078125,1149.0,1141.142857142857,106.9696044921875,108.0,115.85714285714289,worst_model
XGB,xgboost,bmad,bmad-sim/bmad-ecosystem,17076603505,https://github.com/bmad-sim/bmad-ecosystem/actions/runs/17076603505,1245.0,1150.0303955078125,1151.0,1160.2857142857142,94.9696044921875,94.0,84.71428571428578,worst_model
XGB,xgboost,bruce,pr3y/Bruce,16282605847,https://github.com/pr3y/Bruce/actions/runs/16282605847,310.0,306.7699279785156,302.0,373.0,3.230072021484375,8.0,63.0,best_model
XGB,xgboost,bruce,pr3y/Bruce,16895894013,https://github.com/pr3y/Bruce/actions/runs/16895894013,316.0,319.3099060058594,311.0,336.57142857142856,3.309906005859375,5.0,20.571428571428555,best_model
XGB,xgboost,bruce,pr3y/Bruce,15982769926,https://github.com/pr3y/Bruce/actions/runs/15982769926,329.0,332.5810852050781,327.0,340.57142857142856,3.581085205078125,2.0,11.571428571428555,best_model
XGB,xgboost,bruce,pr3y/Bruce,17153957122,https://github.com/pr3y/Bruce/actions/runs/17153957122,434.0,322.3244934082031,409.0,374.2857142857143,111.67550659179688,25.0,59.71428571428572,worst_model
XGB,xgboost,bruce,pr3y/Bruce,16963328986,https://github.com/pr3y/Bruce/actions/runs/16963328986,438.0,329.1963195800781,316.0,336.85714285714283,108.80368041992188,122.0,101.14285714285717,worst_model
XGB,xgboost,bruce,pr3y/Bruce,15508927537,https://github.com/pr3y/Bruce/actions/runs/15508927537,413.0,305.30072021484375,362.0,326.42857142857144,107.69927978515625,51.0,86.57142857142856,worst_model
XGB,xgboost,ccpay,hmcts/ccpay-payment-app,16600647936,https://github.com/hmcts/ccpay-payment-app/actions/runs/16600647936,339.0,340.3369140625,309.0,335.7142857142857,1.3369140625,30.0,3.2857142857142776,best_model
XGB,xgboost,ccpay,hmcts/ccpay-payment-app,16624402734,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624402734,337.0,335.50933837890625,337.0,335.14285714285717,1.49066162109375,0.0,1.8571428571428328,best_model
XGB,xgboost,ccpay,hmcts/ccpay-payment-app,16564270830,https://github.com/hmcts/ccpay-payment-app/actions/runs/16564270830,342.0,340.390625,313.0,333.85714285714283,1.609375,29.0,8.142857142857167,best_model
XGB,xgboost,ccpay,hmcts/ccpay-payment-app,16624406460,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624406460,416.0,331.7354736328125,311.0,329.85714285714283,84.2645263671875,105.0,86.14285714285717,worst_model
