model,model_key,project,repo,id_build,run_url,actual_duration,prediction,baseline_lag1,baseline_mean7,abs_error_model,abs_error_lag1,abs_error_mean7,case_type
DT,decision_tree,bruce,pr3y/Bruce,16963328986,https://github.com/pr3y/Bruce/actions/runs/16963328986,438.0,313.55,316.0,336.85714285714283,124.44999999999999,122.0,101.14285714285717,worst_model
DT,decision_tree,bruce,pr3y/Bruce,16574337568,https://github.com/pr3y/Bruce/actions/runs/16574337568,414.0,302.6633333333333,411.0,321.7142857142857,111.3366666666667,3.0,92.28571428571428,worst_model
DT,decision_tree,ccpay,hmcts/ccpay-payment-app,16768966743,https://github.com/hmcts/ccpay-payment-app/actions/runs/16768966743,327.0,327.0,326.0,331.85714285714283,0.0,1.0,4.857142857142833,best_model
DT,decision_tree,ccpay,hmcts/ccpay-payment-app,16564235902,https://github.com/hmcts/ccpay-payment-app/actions/runs/16564235902,326.0,327.0,360.0,342.85714285714283,1.0,34.0,16.857142857142833,best_model
DT,decision_tree,ccpay,hmcts/ccpay-payment-app,16748028011,https://github.com/hmcts/ccpay-payment-app/actions/runs/16748028011,346.0,347.0,315.0,334.2857142857143,1.0,31.0,11.714285714285722,best_model
DT,decision_tree,ccpay,hmcts/ccpay-payment-app,16624406460,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624406460,416.0,327.0,311.0,329.85714285714283,89.0,105.0,86.14285714285717,worst_model
DT,decision_tree,ccpay,hmcts/ccpay-payment-app,16565220137,https://github.com/hmcts/ccpay-payment-app/actions/runs/16565220137,397.0,324.0,353.0,332.57142857142856,73.0,44.0,64.42857142857144,worst_model
DT,decision_tree,ccpay,hmcts/ccpay-payment-app,16624410978,https://github.com/hmcts/ccpay-payment-app/actions/runs/16624410978,301.0,369.5,416.0,345.42857142857144,68.5,115.0,44.428571428571445,worst_model
DT,decision_tree,daos,daos-stack/daos,20062591051,https://github.com/daos-stack/daos/actions/runs/20062591051,2339.0,2338.1111111111113,2412.0,2819.4285714285716,0.8888888888886868,73.0,480.42857142857156,best_model
DT,decision_tree,daos,daos-stack/daos,20017585904,https://github.com/daos-stack/daos/actions/runs/20017585904,2366.0,2364.5,2425.0,2254.8571428571427,1.5,59.0,111.14285714285734,best_model
DT,decision_tree,daos,daos-stack/daos,19706711157,https://github.com/daos-stack/daos/actions/runs/19706711157,1627.0,1624.6666666666667,1631.0,2328.4285714285716,2.3333333333332575,4.0,701.4285714285716,best_model
DT,decision_tree,daos,daos-stack/daos,19711730134,https://github.com/daos-stack/daos/actions/runs/19711730134,8038.0,1711.7,3023.0,4191.285714285715,6326.3,5015.0,3846.7142857142853,worst_model
DT,decision_tree,daos,daos-stack/daos,19709853974,https://github.com/daos-stack/daos/actions/runs/19709853974,9297.0,3939.1111111111113,5288.0,2450.714285714286,5357.888888888889,4009.0,6846.285714285714,worst_model
DT,decision_tree,daos,daos-stack/daos,19942358272,https://github.com/daos-stack/daos/actions/runs/19942358272,7964.0,2610.909090909091,3560.0,4389.714285714285,5353.090909090909,4404.0,3574.2857142857147,worst_model
DT,decision_tree,filterlists,collinbarrett/FilterLists,16760136487,https://github.com/collinbarrett/FilterLists/actions/runs/16760136487,26.0,25.863636363636363,117.0,109.71428571428571,0.1363636363636367,91.0,83.71428571428571,best_model
DT,decision_tree,filterlists,collinbarrett/FilterLists,16885176914,https://github.com/collinbarrett/FilterLists/actions/runs/16885176914,26.0,25.863636363636363,157.0,96.28571428571429,0.1363636363636367,131.0,70.28571428571429,best_model
