branch,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___bat__,ft___config_,ft___gradle_,ft___gradle__,ft___java_,ft___java__,ft___json_,ft___json__,ft___properties_,ft___properties__,ft___tf_,ft___tf__,ft___tfvars_,ft___tfvars__,ft___xml_,ft___xml__,ft___yaml_,ft___yml_,ft___yml__,ft____config_,ft____gradle_,ft____gradle__,ft____jar_,ft____java_,ft____java__,ft____json__,ft____md_,ft____md__,ft____properties_,ft____properties__,ft____tf_,ft____tf__,ft____tfvars_,ft____tfvars__,ft____xml_,ft____xml__,ft____yaml_,ft____yaml__,ft____yml_,ft___
0,0,7,6192976,418.0,1730,0,0,3,False,66,29,47,18,65,95,True,85816,377,2,0,0,148,9817,1,9,5,1,842.8614710543488,47,40,0,0,23,3,11,14221.0,408.0,327.0,354.0,392.0,406.0,513.0,351.0,393.0,61.15008857993039,363.0,41.24318125460256,370.25,36.66401505563732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,6192976,410.0,1729,0,0,1,False,1,0,0,0,0,1,True,85817,377,1,0,0,148,9818,1,9,3,1,842.8516494400876,47,40,0,0,9,4,11,36376.0,418.0,408.0,327.0,354.0,392.0,406.0,513.0,402.57142857142856,58.673836142006664,384.3333333333333,49.903239707791855,376.75,43.477005416656745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,6192976,333.0,1728,0,0,1,False,4,4,0,0,0,8,True,85730,377,1,0,0,150,9843,1,11,1,1,842.3189082001633,47,40,0,0,12,4,11,9438.0,410.0,418.0,408.0,327.0,354.0,392.0,406.0,387.85714285714283,34.158593703627844,412.0,5.291502622129181,390.75,42.71904337256005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,424.0,1726,0,0,12,False,14,102,2,1,3,116,True,85666,83,4,0,7,150,9846,1,11,29,2,842.9598673919642,47,40,0,0,15,0,11,271940.0,333.0,410.0,418.0,408.0,327.0,354.0,392.0,377.42857142857144,38.556699127636016,387.0,46.93612681080534,392.25,39.73558438813586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,427.0,1724,0,0,2,False,12,22,0,0,0,34,True,85654,83,1,0,1,150,9847,1,11,10,2,843.0779648352674,47,40,0,0,17,0,11,6102.0,424.0,333.0,410.0,418.0,408.0,327.0,354.0,382.0,42.28869037146141,389.0,49.0,396.25,42.5548665450459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,441.0,1723,0,0,8,False,0,20,0,13,13,20,True,85634,83,2,0,0,150,9848,1,11,16,2,843.1230585982204,47,40,0,0,18,0,11,4158.0,427.0,424.0,333.0,410.0,418.0,408.0,327.0,392.42857142857144,43.22367076366507,394.6666666666667,53.425961229849044,398.5,44.29070632386287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,418.0,1722,0,0,9,False,109,123,78,89,167,232,True,85621,83,2,0,4,150,9851,1,11,26,2,843.1225984279558,47,40,0,0,12,1,11,63968.0,441.0,427.0,424.0,333.0,410.0,418.0,408.0,408.7142857142857,35.19334352646007,430.6666666666667,9.073771725877467,406.25,49.39213837579148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,406.0,1721,0,0,1,False,2,3,0,0,0,5,True,85620,83,0,0,1,150,9852,1,11,25,2,843.1324456902593,47,40,0,0,16,1,11,15500.0,418.0,441.0,427.0,424.0,333.0,410.0,418.0,410.14285714285717,35.36207276837983,428.6666666666667,11.590225767142472,427.5,9.746794344808963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,6192976,358.0,1717,0,0,1,False,0,1,0,1,1,1,True,85617,101,0,0,0,147,9818,1,8,3,0,842.7765513858228,47,40,0,0,11,0,11,501042.0,406.0,418.0,441.0,427.0,424.0,333.0,410.0,408.42857142857144,35.20822414747792,421.6666666666667,17.7857620959388,423.0,14.7648230602334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,6192976,418.0,1716,0,0,3,False,4,21,1,2,3,25,True,85617,101,2,0,0,147,9813,1,7,3,0,842.7765513858228,47,40,0,0,15,0,11,14689.0,358.0,406.0,418.0,441.0,427.0,424.0,333.0,401.0,39.9833298596636,394.0,31.74901573277509,405.75,34.98928407384181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,408.0,1715,0,0,1,False,1,1,0,0,0,2,False,85627,0,0,0,1,147,9814,1,7,2,0,842.6898057855583,47,40,0,0,15,0,11,43.0,418.0,358.0,406.0,418.0,441.0,427.0,424.0,413.14285714285717,26.535690251863752,394.0,31.74901573277509,400.0,28.5657137141714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,6192976,364.0,1701,0,0,3,False,21,4,2,1,3,25,True,85627,5,2,0,0,147,9814,1,7,4,0,842.6898057855583,47,40,0,0,16,0,11,616.0,408.0,418.0,358.0,406.0,418.0,441.0,427.0,410.85714285714283,26.13062425219734,394.6666666666667,32.145502536643185,397.5,26.851443164195103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,6192976,371.0,1700,0,0,3,False,21,4,2,1,3,25,True,85627,5,2,0,0,147,9814,1,7,4,0,842.6898057855583,47,40,0,0,16,0,11,1279.0,364.0,408.0,418.0,358.0,406.0,418.0,441.0,401.85714285714283,30.17962100175421,396.6666666666667,28.728615235220328,387.0,30.397368307141328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,444.0,1699,0,0,1,False,1,1,0,0,0,2,False,85617,0,0,0,1,147,9821,1,8,2,0,842.7765513858228,47,40,0,0,16,0,11,45.0,371.0,364.0,408.0,418.0,358.0,406.0,418.0,391.85714285714283,26.409774525281176,381.0,23.643180835073778,390.25,26.737925623852473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,6192976,430.0,1685,0,0,0,False,0,0,0,0,0,0,True,85617,92,0,0,0,147,9821,1,8,0,0,842.7765513858228,47,40,0,0,17,0,11,1973.0,444.0,371.0,364.0,408.0,418.0,358.0,406.0,395.57142857142856,31.947128941722564,393.0,44.30575583375144,396.75,36.94477861168837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0,12,6192976,368.0,1683,0,0,1,False,109,0,109,0,109,109,True,85695,92,0,0,0,147,9822,1,9,3,0,843.2814049827878,47,40,0,0,14,1,11,77944.0,430.0,444.0,371.0,364.0,408.0,418.0,358.0,399.0,34.44318994131254,415.0,38.742741255621034,402.25,40.631473843151035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,12,6192976,358.0,1682,0,0,1,False,5,5,5,5,10,10,True,85696,92,0,0,0,147,9823,1,9,4,0,843.2715646004481,47,40,0,0,15,1,11,4488.0,368.0,430.0,444.0,371.0,364.0,408.0,418.0,400.42857142857144,32.618282924647964,414.0,40.44749683231337,403.25,39.40706366461052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,12,6192976,358.0,1681,0,0,1,False,1,1,1,1,2,2,True,85696,92,0,0,0,147,9824,1,9,5,0,843.2715646004481,47,40,0,0,11,2,11,69073.0,358.0,368.0,430.0,444.0,371.0,364.0,408.0,391.85714285714283,35.025840800893334,385.3333333333333,39.0042732701602,400.0,43.29742101634538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,12,6192976,341.0,1680,0,0,1,False,1,1,1,1,2,2,True,85696,92,0,0,0,147,9825,1,9,1,0,843.2715646004481,47,40,0,0,12,2,11,4727.0,358.0,358.0,368.0,430.0,444.0,371.0,364.0,384.7142857142857,36.26161554460531,361.3333333333333,5.773502691896258,378.5,34.655446902326915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,12,6192976,364.0,1679,0,0,1,False,1,1,1,1,2,2,True,85696,92,0,0,0,147,9815,1,7,3,0,843.2715646004481,47,40,0,0,14,2,11,8007.0,341.0,358.0,358.0,368.0,430.0,444.0,371.0,381.42857142857144,39.36096688707881,352.3333333333333,9.814954576223638,356.25,11.206396982676159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,6192976,357.0,1678,0,0,5,False,116,24,113,5,118,140,True,85696,92,2,0,0,147,9815,1,7,6,0,843.2715646004481,47,40,0,0,15,2,11,2371.0,364.0,341.0,358.0,358.0,368.0,430.0,444.0,380.42857142857144,39.75699998263259,354.3333333333333,11.930353445448853,355.25,9.912113800799505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,403.0,1677,0,0,1,False,1,1,0,0,0,2,False,85620,0,0,0,1,150,9854,1,10,22,0,843.1324456902593,47,40,0,0,15,2,11,35.0,357.0,364.0,341.0,358.0,358.0,368.0,430.0,368.0,28.606526061955396,354.0,11.789826122551595,355.0,9.83192080250175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,392.0,1659,0,0,2,False,4,3,0,0,0,7,True,85620,83,1,0,1,150,9855,1,9,21,2,843.1324456902593,47,40,0,0,10,4,11,154004.0,403.0,357.0,364.0,341.0,358.0,358.0,368.0,364.14285714285717,19.091259530900274,374.6666666666667,24.78574859336174,366.25,26.323310328806798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,6192976,342.0,1658,0,0,8,False,285,55,193,19,212,340,True,85893,377,4,0,1,147,9816,1,6,2,1,843.3632542814897,47,40,0,0,11,0,11,264460.0,392.0,403.0,357.0,364.0,341.0,358.0,358.0,367.57142857142856,21.854497194377355,384.0,24.020824298928627,379.0,22.015146301277824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,336.0,1657,0,0,1,False,1,1,0,0,0,2,False,85903,0,0,0,1,148,9817,1,7,2,0,843.2650780531529,47,40,0,0,11,0,11,73.0,342.0,392.0,403.0,357.0,364.0,341.0,358.0,365.2857142857143,23.774736491454437,379.0,32.51153641401772,373.5,28.734416066220426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7,6192976,401.0,1643,0,0,1,False,13,3,0,0,0,16,True,85903,92,1,0,0,148,9817,1,7,2,0,843.2650780531529,47,40,0,0,12,0,11,3282.0,336.0,342.0,392.0,403.0,357.0,364.0,341.0,362.14285714285717,26.226122927522546,356.6666666666667,30.74627348693388,368.25,34.16016198244187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,6192976,337.0,1642,0,0,1,False,13,3,0,0,0,16,True,85903,92,1,0,0,147,9817,1,6,2,0,843.2650780531529,47,40,0,0,13,0,11,3343.0,401.0,336.0,342.0,392.0,403.0,357.0,364.0,370.7142857142857,27.91483647163449,359.6666666666667,35.92121007612819,367.75,33.49004827308156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,348.0,1641,0,0,1,False,1,1,0,0,0,2,False,85912,0,0,0,1,148,9820,1,7,2,0,843.2814973461216,47,40,0,0,13,0,11,79.0,337.0,401.0,336.0,342.0,392.0,403.0,357.0,366.85714285714283,30.72148309912013,358.0,37.242448899072144,354.0,31.44307024873154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7,6192976,430.0,1627,0,0,1,False,15,6,15,6,21,21,True,85912,91,0,0,0,148,9820,1,7,2,0,843.2814973461216,47,40,0,0,15,0,11,6055.0,348.0,337.0,401.0,336.0,342.0,392.0,403.0,365.57142857142856,31.383951009271932,362.0,34.219877264537345,355.5,30.81666215972565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,6192976,351.0,1626,0,0,1,False,15,6,15,6,21,21,True,85912,91,0,0,0,147,9818,1,6,2,0,843.2814973461216,47,40,0,0,15,0,11,1726.0,430.0,348.0,337.0,401.0,336.0,342.0,392.0,369.42857142857144,37.76178466323302,371.6666666666667,50.816663933530045,379.0,44.00757510550504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,404.0,1625,0,0,1,False,1,1,0,0,0,2,False,85969,0,0,0,1,147,9819,1,6,2,0,843.4784631669555,47,40,0,0,15,0,11,49.0,351.0,430.0,348.0,337.0,401.0,336.0,342.0,363.57142857142856,36.845882369934465,376.3333333333333,46.5008960487143,366.5,42.75901464408801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7,6192976,363.0,1611,0,0,1,False,2,1,2,1,3,3,True,85969,91,0,0,0,147,9819,1,6,3,0,843.4784631669555,47,40,0,0,16,0,11,4828.0,404.0,351.0,430.0,348.0,337.0,401.0,336.0,372.42857142857144,38.2224067917286,395.0,40.26164427839479,383.25,40.40936360135689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,6192976,350.0,1610,0,0,2,False,82,19,76,11,87,101,True,85969,91,1,0,0,147,9819,1,6,4,0,843.4784631669555,47,40,0,0,17,0,11,1520.0,363.0,404.0,351.0,430.0,348.0,337.0,401.0,376.2857142857143,35.17439544950411,372.6666666666667,27.79088579612628,387.0,36.5604522218567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,320.0,1609,0,0,1,False,1,1,0,0,0,2,False,85976,0,0,0,1,150,9866,1,9,22,0,843.8634037405787,47,40,0,0,17,0,11,57.0,350.0,363.0,404.0,351.0,430.0,348.0,337.0,369.0,34.477045503735766,372.3333333333333,28.18391976523729,367.0,25.36401650632907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,389.0,1593,0,0,1,False,4,3,0,0,0,7,True,85974,83,1,0,0,150,9868,1,9,4,2,843.8830344057505,47,40,0,0,17,1,11,86948.0,320.0,350.0,363.0,404.0,351.0,430.0,348.0,366.57142857142856,37.56708285568251,344.3333333333333,22.052966542697455,359.25,34.84609016805185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,442.0,1591,0,0,2,False,17,13,13,13,26,30,True,85977,83,0,0,1,150,9869,1,9,16,2,843.8535887504797,47,40,0,0,9,2,11,57237.0,389.0,320.0,350.0,363.0,404.0,351.0,430.0,372.42857142857144,37.38474351415358,353.0,34.597687784012386,355.5,28.687976575562104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,431.0,1590,0,0,1,False,2,2,0,0,0,4,True,85977,83,1,0,0,150,9870,1,9,12,2,843.8535887504797,47,40,0,0,9,2,11,1493.0,442.0,389.0,320.0,350.0,363.0,404.0,351.0,374.14285714285717,40.60143089197953,383.6666666666667,61.17461347105786,375.25,52.70910737244561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,394.0,1589,0,0,2,False,4,3,2,1,3,7,True,85978,83,1,0,0,150,9872,1,9,5,2,843.8554048710135,47,40,0,0,10,2,11,1189.0,431.0,442.0,389.0,320.0,350.0,363.0,404.0,385.57142857142856,44.10917192171088,420.6666666666667,27.970222261064233,395.5,55.27205442174191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,441.0,1588,0,0,3,False,6,4,5,2,7,10,True,85981,83,1,0,1,150,9873,1,9,26,2,843.8608529791466,47,40,0,0,11,2,11,5296.0,394.0,431.0,442.0,389.0,320.0,350.0,363.0,384.14285714285717,43.57150663537113,422.3333333333333,25.146238950056393,414.0,26.444911293731604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,457.0,1587,0,0,12,False,55,46,4,7,11,101,True,85987,83,3,0,6,150,9874,1,9,35,2,843.7670810703943,47,41,0,0,17,2,11,22482.0,441.0,394.0,431.0,442.0,389.0,320.0,350.0,395.2857142857143,47.09463623285312,422.0,24.758836806279895,427.0,22.55363976538303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,6192976,379.0,1586,0,0,1,False,0,4,0,0,0,4,True,85983,83,1,0,0,150,9875,1,9,3,2,843.8063338101717,47,41,0,0,18,2,11,362.0,457.0,441.0,394.0,431.0,442.0,389.0,320.0,410.57142857142856,47.31052435014554,430.6666666666667,32.74650108535771,430.75,26.737925623852473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
