branch,conclusion,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,build_duration_original,run_attempt_from_api,fixed_with_api,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___bat__,ft___config_,ft___gradle_,ft___gradle__,ft___java_,ft___java__,ft___json_,ft___json__,ft___properties_,ft___properties__,ft___tf_,ft___tf__,ft___tfvars_,ft___tfvars__,ft___xml_,ft___xml__,ft___yaml_,ft___yml_,ft___yml__,ft____config_,ft____gradle_,ft____gradle__,ft____jar_,ft____java_,ft____java__,ft____json__,ft____md_,ft____md__,ft____out_,ft____out__,ft____properties_,ft____properties__,ft____tf_,ft____tf__,ft____tfvars_,ft____tfvars__,ft____xml_,ft____xml__,ft____yaml_,ft____yaml__,ft____yml_,ft____yml__,ft___
2,success,0,10,6192976,314.0,1175,0,0,2,False,2,2,0,0,0,4,False,86089,0,0,0,2,150,9915,1,9,37,0,844.38197679146,47,41,0,0,314.0,1.0,False,14,0,1,3.0,194.0,319.0,32.0,48.0,34.0,323.0,333.0,183.28571428571428,143.72626097981572,181.66666666666666,143.89695387093272,148.25,135.16995474833402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,382.0,1174,0,0,4,False,17,13,0,0,0,30,False,86089,0,0,0,4,150,9915,1,9,4,0,844.38197679146,47,41,0,0,382.0,1.0,False,14,0,1,89.0,314.0,194.0,319.0,32.0,48.0,34.0,323.0,180.57142857142858,140.57246902441122,275.6666666666667,70.76957915187381,214.75,134.8415737078146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,336.0,1173,0,0,1,False,1,1,0,0,0,2,False,86089,0,0,0,1,150,9915,1,9,36,0,844.38197679146,47,41,0,0,336.0,1.0,False,14,0,1,3.0,382.0,314.0,194.0,319.0,32.0,48.0,34.0,189.0,151.8519015356739,296.6666666666667,95.19103599254152,302.25,78.52122855211407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,33.0,1172,0,0,1,False,1,1,0,0,0,2,False,86089,0,0,0,1,150,9915,1,9,36,0,844.38197679146,47,41,0,0,33.0,1.0,False,14,0,1,3.0,336.0,382.0,314.0,194.0,319.0,32.0,48.0,232.14285714285714,143.1251533582044,344.0,34.698703145794944,306.5,80.17273019341843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,54.0,1171,0,0,1,False,1,1,0,0,0,2,False,86089,0,0,0,1,150,9915,1,9,16,0,844.38197679146,47,41,0,0,54.0,1.0,False,14,0,1,4.0,33.0,336.0,382.0,314.0,194.0,319.0,32.0,230.0,146.41607379883763,250.33333333333334,189.61627918861114,266.25,158.05985153310334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,28.0,1170,0,0,1,False,1,1,0,0,0,2,False,86089,0,0,0,1,150,9915,1,9,36,0,844.38197679146,47,41,0,0,28.0,1.0,False,14,0,1,3.0,54.0,33.0,336.0,382.0,314.0,194.0,319.0,233.14285714285714,141.61500458570598,141.0,169.2010638264429,201.25,183.3200752781866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,5,6192976,387.0,1169,0,0,3,False,8,8,0,0,0,16,True,86562,89,0,0,3,150,9964,1,10,0,3,843.3723804902844,47,41,0,0,387.0,1.0,False,10,1,1,71349.0,28.0,54.0,33.0,336.0,382.0,314.0,194.0,191.57142857142858,154.3500967960577,38.333333333333336,13.79613472438325,112.75,149.2590030785413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,336.0,1168,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9965,1,10,36,0,843.3723804902844,47,41,0,0,336.0,1.0,False,10,1,1,64.0,387.0,28.0,54.0,33.0,336.0,382.0,314.0,219.14285714285714,171.17673963034872,156.33333333333334,200.1857470783905,125.5,174.696880338488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,345.0,1167,0,0,2,False,3,3,0,0,0,6,False,86562,0,0,0,2,150,9965,1,10,53,0,843.3723804902844,47,41,0,0,345.0,1.0,False,10,1,1,8.0,336.0,387.0,28.0,54.0,33.0,336.0,382.0,222.28571428571428,173.39618823733727,250.33333333333334,194.2275298028921,201.25,186.51072355229337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,5,6192976,355.0,1166,0,0,4,False,19,19,0,0,0,38,True,86562,89,0,0,4,150,9965,1,10,22,3,843.3723804902844,47,41,0,1,355.0,1.0,False,14,1,1,14975.0,345.0,336.0,387.0,28.0,54.0,33.0,336.0,217.0,168.20225920004762,356.0,27.2213151776324,274.0,165.4992447112675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,319.0,1165,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9966,1,10,36,0,843.3723804902844,47,41,0,0,319.0,1.0,False,9,2,1,66411.0,355.0,345.0,336.0,387.0,28.0,54.0,33.0,219.71428571428572,170.5791256140038,345.3333333333333,9.50438495292217,355.75,22.23173407541571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,5,6192976,345.0,1164,7,1,8,False,591,1,312,0,312,592,True,86562,89,6,0,7,150,9966,1,10,0,3,843.3723804902844,47,41,0,1,345.0,1.0,False,10,2,1,5188.0,319.0,355.0,345.0,336.0,387.0,28.0,54.0,260.57142857142856,151.59909536104004,339.6666666666667,18.583146486355137,338.75,15.283433296656002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,196.0,1163,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,37,0,843.3723804902844,47,41,0,0,196.0,1.0,False,10,2,1,35.0,345.0,319.0,355.0,345.0,336.0,387.0,28.0,302.14285714285717,122.64641395957266,339.6666666666667,18.583146486355137,341.0,15.405626677721791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,331.0,1162,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,37,0,843.3723804902844,47,41,0,0,331.0,1.0,False,10,2,1,3.0,196.0,345.0,319.0,355.0,345.0,336.0,387.0,326.14285714285717,61.00936696231864,286.6666666666667,79.5885251360605,303.75,73.41832196393486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,388.0,1161,0,0,2,False,3,3,0,0,0,6,True,86562,146,0,0,2,150,9967,1,10,54,0,843.3723804902844,47,41,0,0,388.0,1.0,False,10,2,1,4.0,331.0,196.0,345.0,319.0,355.0,345.0,336.0,318.14285714285717,55.08305417406389,290.6666666666667,82.28203530135441,297.75,68.66039615382364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,384.0,1160,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,37,0,843.3723804902844,47,41,0,0,384.0,1.0,False,10,2,1,3.0,388.0,331.0,196.0,345.0,319.0,355.0,345.0,325.57142857142856,61.073336088283085,305.0,98.60527369263775,315.0,82.95782060782456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,398.0,1159,0,0,2,False,2,2,0,0,0,4,False,86562,0,0,0,2,150,9967,1,10,38,0,843.3723804902844,47,41,0,0,398.0,1.0,False,10,2,1,8.0,384.0,388.0,331.0,196.0,345.0,319.0,355.0,331.14285714285717,64.80593741170267,367.6666666666667,31.817186131607134,324.75,89.67859276326764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,317.0,1158,0,0,4,False,17,13,0,0,0,30,False,86562,0,0,0,4,150,9967,1,10,4,0,843.3723804902844,47,41,0,0,317.0,1.0,False,10,2,1,59.0,398.0,384.0,388.0,331.0,196.0,345.0,319.0,337.2857142857143,69.32463315376982,390.0,7.211102550927978,375.25,30.081832834231804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,330.0,1157,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,37,0,843.3723804902844,47,41,0,0,330.0,1.0,False,10,2,1,4.0,317.0,398.0,384.0,388.0,331.0,196.0,345.0,337.0,69.41661664664065,366.3333333333333,43.293571501244074,371.75,36.97183612787803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,34.0,1156,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,37,0,843.3723804902844,47,41,0,0,34.0,1.0,False,10,2,1,3.0,330.0,317.0,398.0,384.0,388.0,331.0,196.0,334.85714285714283,69.3599994507607,348.3333333333333,43.500957843860554,357.25,39.743972289308644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,64.0,1155,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,16,0,843.3723804902844,47,41,0,0,64.0,1.0,False,10,2,1,5.0,34.0,330.0,317.0,398.0,384.0,388.0,331.0,311.7142857142857,126.72110359067307,227.0,167.26924403487928,269.75,161.13012339927835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,26.0,1154,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9967,1,10,37,0,843.3723804902844,47,41,0,0,26.0,1.0,False,10,2,1,3.0,64.0,34.0,330.0,317.0,398.0,384.0,388.0,273.57142857142856,156.6076383225045,142.66666666666666,162.927386689081,186.25,159.04375708171216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,10,6192976,379.0,1153,0,0,2,False,3,3,0,0,0,6,True,86562,146,0,0,2,150,9967,1,10,54,0,843.3723804902844,47,41,0,0,379.0,1.0,False,10,2,1,1190.0,26.0,64.0,34.0,330.0,317.0,398.0,384.0,221.85714285714286,171.5774155412347,41.333333333333336,20.033305601755625,113.5,145.2572430781566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,225.0,1152,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,225.0,1.0,False,10,2,1,26.0,379.0,26.0,64.0,34.0,330.0,317.0,398.0,221.14285714285714,170.79854465756685,156.33333333333334,193.76876253238893,125.75,169.62384855909855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,380.0,1151,0,0,1,False,1,1,0,0,0,2,True,86562,144,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,380.0,1.0,False,10,2,1,3.0,225.0,379.0,26.0,64.0,34.0,330.0,317.0,196.42857142857142,152.47607150288331,210.0,176.9773996870787,173.5,161.8939982416478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,381.0,1150,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,381.0,1.0,False,10,2,1,5.0,380.0,225.0,379.0,26.0,64.0,34.0,330.0,205.42857142857142,162.32052359745634,328.0,89.20201791439474,252.5,167.64744753996902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,347.0,1149,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,347.0,1.0,False,10,2,1,11.0,381.0,380.0,225.0,379.0,26.0,64.0,34.0,212.71428571428572,169.8153058332437,328.6666666666667,89.77935917199082,341.25,77.50430095592546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,343.0,1148,0,0,2,False,2,2,0,0,0,4,False,86562,0,0,0,2,150,9968,1,10,39,0,843.3723804902844,47,41,0,0,343.0,1.0,False,10,2,1,6.0,347.0,381.0,380.0,225.0,379.0,26.0,64.0,257.42857142857144,155.5215495709594,369.3333333333333,19.347695814575268,333.25,73.87545826141002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,388.0,1147,0,0,4,False,17,13,0,0,0,30,False,86562,0,0,0,4,150,9968,1,10,4,0,843.3723804902844,47,41,0,0,388.0,1.0,False,10,2,1,60.0,343.0,347.0,381.0,380.0,225.0,379.0,26.0,297.2857142857143,131.59877695190823,357.0,20.8806130178211,362.75,20.56493779875511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,386.0,1146,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,386.0,1.0,False,10,2,1,3.0,388.0,343.0,347.0,381.0,380.0,225.0,379.0,349.0,57.477531842161305,359.3333333333333,24.906491790963525,364.75,23.0416289933387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,40.0,1145,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,40.0,1.0,False,10,2,1,2.0,386.0,388.0,343.0,347.0,381.0,380.0,225.0,350.0,58.14350063993968,372.3333333333333,25.423086620891123,366.0,24.317346346452638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,55.0,1144,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,16,0,843.3723804902844,47,41,0,0,55.0,1.0,False,10,2,1,7.0,40.0,386.0,388.0,343.0,347.0,381.0,380.0,323.57142857142856,126.40524401418526,271.3333333333333,200.34303914369804,289.25,167.4582037405155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,45.0,1143,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,45.0,1.0,False,10,2,1,3.0,55.0,40.0,386.0,388.0,343.0,347.0,381.0,277.14285714285717,157.96985848723227,160.33333333333334,195.5769243375438,217.25,196.10775099419197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,10,6192976,320.0,1142,0,0,1,False,1,1,0,0,0,2,True,86562,144,0,0,1,150,9968,1,10,38,0,843.3723804902844,47,41,0,0,320.0,1.0,False,11,2,1,1067.0,45.0,55.0,40.0,386.0,388.0,343.0,347.0,229.14285714285714,171.61141043204614,46.666666666666664,7.637626158259733,131.5,169.7812317856914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,229.0,1141,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9969,1,10,39,0,843.3723804902844,47,41,0,0,229.0,1.0,False,11,2,1,26.0,320.0,45.0,55.0,40.0,386.0,388.0,343.0,225.28571428571428,168.80137665879613,140.0,155.96473960482223,115.0,136.80886910820755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,325.0,1140,0,0,1,False,1,1,0,0,0,2,False,86562,0,0,0,1,150,9969,1,10,39,0,843.3723804902844,47,41,0,0,325.0,1.0,False,11,2,1,4.0,229.0,320.0,45.0,55.0,40.0,386.0,388.0,209.0,160.86433207312717,198.0,140.09639538546307,162.25,134.8959475546492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,332.0,1139,0,0,1,False,1,1,0,0,0,2,True,86562,207,0,0,1,150,9969,1,10,39,0,843.3723804902844,47,41,0,0,332.0,1.0,False,11,2,1,8.0,325.0,229.0,320.0,45.0,55.0,40.0,386.0,200.0,150.61651082578342,291.3333333333333,54.040108561450296,229.75,130.8316348085075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,386.0,1138,0,0,2,False,2,2,0,0,0,4,False,86562,0,0,0,2,150,9969,1,10,40,0,843.3723804902844,47,41,0,0,386.0,1.0,False,11,2,1,7.0,332.0,325.0,229.0,320.0,45.0,55.0,40.0,192.28571428571428,140.54858505835185,295.3333333333333,57.55287424041769,301.5,48.58326186386967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
