branch,conclusion,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,build_duration_original,run_attempt_from_api,fixed_with_api,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___bat__,ft___config_,ft___gradle_,ft___gradle__,ft___java_,ft___java__,ft___json_,ft___json__,ft___properties_,ft___properties__,ft___tf_,ft___tf__,ft___tfvars_,ft___tfvars__,ft___xml_,ft___xml__,ft___yaml_,ft___yml_,ft___yml__,ft____config_,ft____gradle_,ft____gradle__,ft____jar_,ft____java_,ft____java__,ft____json__,ft____md_,ft____md__,ft____out_,ft____out__,ft____properties_,ft____properties__,ft____tf_,ft____tf__,ft____tfvars_,ft____tfvars__,ft____xml_,ft____xml__,ft____yaml_,ft____yaml__,ft____yml_,ft____yml__,ft___
2,failure,0,10,6192976,91.0,1431,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9892,1,10,27,0,843.3868096839118,47,40,0,0,91.0,1.0,False,12,2,12,5.0,46.0,325.0,353.0,449.0,361.0,351.0,278.0,309.0,126.74778104566565,241.33333333333334,169.74196102712298,293.25,173.17500781964276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,80.0,1430,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9892,1,10,15,0,843.3868096839118,47,40,0,0,80.0,1.0,False,12,2,12,5.0,91.0,46.0,325.0,353.0,449.0,361.0,351.0,282.2857142857143,151.63411476941712,154.0,149.78985279383915,203.75,157.66499294389988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,68.0,1429,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9892,1,10,3,0,843.3868096839118,47,40,0,0,68.0,1.0,False,12,2,12,129.0,80.0,91.0,46.0,325.0,353.0,449.0,361.0,243.57142857142858,165.15836555950082,72.33333333333333,23.459184413217212,135.5,127.77714975691076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,44.0,1428,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9892,1,10,27,0,843.3868096839118,47,40,0,0,44.0,1.0,False,12,2,12,3.0,68.0,80.0,91.0,46.0,325.0,353.0,449.0,201.71428571428572,167.5487135986768,79.66666666666667,11.503622617824933,71.25,19.276496915501358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,302.0,1427,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9892,1,10,27,0,843.3868096839118,47,40,0,0,302.0,1.0,False,12,2,12,6.0,44.0,68.0,80.0,91.0,46.0,325.0,353.0,143.85714285714286,134.6147943472145,64.0,18.33030277982336,70.75,20.155644370746373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,10,6192976,356.0,1426,0,0,1,False,1,1,0,0,0,2,True,85957,233,0,0,1,150,9893,1,10,18,0,843.3868096839118,47,40,0,0,356.0,1.0,False,17,2,12,18506.0,302.0,44.0,68.0,80.0,91.0,46.0,325.0,136.57142857142858,122.2181889666416,138.0,142.53420642077467,123.5,119.93748371547571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,373.0,1425,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,27,0,843.3868096839118,47,40,0,0,373.0,1.0,False,17,2,12,30.0,356.0,302.0,44.0,68.0,80.0,91.0,46.0,141.0,130.46710952062466,234.0,166.74531477675768,192.5,159.45218719101973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,276.0,1424,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,18,0,843.3868096839118,47,40,0,0,276.0,1.0,False,17,2,12,5.0,373.0,356.0,302.0,44.0,68.0,80.0,91.0,187.71428571428572,148.12912642433997,343.6666666666667,37.072002014098636,268.75,152.86023027589616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,57.0,1423,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,27,0,843.3868096839118,47,40,0,0,57.0,1.0,False,17,2,12,4.0,276.0,373.0,356.0,302.0,44.0,68.0,80.0,214.14285714285714,144.455793204967,335.0,51.79768334587948,326.75,45.39732003837524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,89.0,1422,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,27,0,843.3868096839118,47,40,0,0,89.0,1.0,False,17,2,12,3.0,57.0,276.0,373.0,356.0,302.0,44.0,68.0,210.85714285714286,148.22778481268685,235.33333333333334,161.87752572032144,265.5,145.29166069209433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,72.0,1421,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,3,0,843.3868096839118,47,40,0,0,72.0,1.0,False,17,2,12,72.0,89.0,57.0,276.0,373.0,356.0,302.0,44.0,213.85714285714286,145.0326728377995,140.66666666666666,118.28919364562991,198.75,151.07255431304083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,52.0,1420,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,27,0,843.3868096839118,47,40,0,0,52.0,1.0,False,17,2,12,3.0,72.0,89.0,57.0,276.0,373.0,356.0,302.0,217.85714285714286,139.86115564066694,72.66666666666667,16.010413278030438,123.5,102.50365847129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,295.0,1419,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,27,0,843.3868096839118,47,40,0,0,295.0,1.0,False,17,2,12,4.0,52.0,72.0,89.0,57.0,276.0,373.0,356.0,182.14285714285714,146.55309455555528,71.0,18.520259177452136,67.5,16.663332999933317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,73.0,1418,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,15,0,843.3868096839118,47,40,0,0,73.0,1.0,False,17,2,12,38.0,295.0,52.0,72.0,89.0,57.0,276.0,373.0,173.42857142857142,135.92014462281048,139.66666666666666,134.8937853769896,127.0,113.01622302424845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,54.0,1417,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9893,1,10,27,0,843.3868096839118,47,40,0,0,54.0,1.0,False,23,2,12,21359.0,73.0,295.0,52.0,72.0,89.0,57.0,276.0,130.57142857142858,106.65029636285928,140.0,134.6439749858864,123.0,115.07388930595855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,350.0,1416,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,18,0,843.3868096839118,47,40,0,0,350.0,1.0,False,7,3,12,29301.0,54.0,73.0,295.0,52.0,72.0,89.0,57.0,98.85714285714286,87.48224309620129,140.66666666666666,133.99378095021177,118.5,118.04660096758398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,362.0,1415,0,0,1,False,1,1,0,0,0,2,True,85957,128,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,362.0,1.0,False,7,3,12,3.0,350.0,54.0,73.0,295.0,52.0,72.0,89.0,140.71428571428572,125.81430004271412,159.0,165.6834330885258,193.0,151.4089385296214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,10,6192976,341.0,1414,0,0,1,False,1,1,0,0,0,2,True,85957,128,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,341.0,1.0,False,10,3,12,9981.0,362.0,350.0,54.0,73.0,295.0,52.0,72.0,179.71428571428572,147.54740965275568,255.33333333333334,174.46298556809504,209.75,169.1239683388096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,358.0,1413,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,18,0,843.3868096839118,47,40,0,0,358.0,1.0,False,10,3,12,60.0,341.0,362.0,350.0,54.0,73.0,295.0,52.0,218.14285714285714,149.83038028765347,351.0,10.535653752852738,276.75,148.74894957612307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,344.0,1412,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,344.0,1.0,False,10,3,12,6.0,358.0,341.0,362.0,350.0,54.0,73.0,295.0,261.85714285714283,137.40139321398038,353.6666666666667,11.150485789118486,352.75,9.287087810503355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,390.0,1411,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,390.0,1.0,False,10,3,12,6.0,344.0,358.0,341.0,362.0,350.0,54.0,73.0,268.85714285714283,140.58263118350072,347.6666666666667,9.073771725877467,351.25,10.307764064044152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,271.0,1410,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,18,0,843.3868096839118,47,40,0,0,271.0,1.0,False,10,3,12,5.0,390.0,344.0,358.0,341.0,362.0,350.0,54.0,314.14285714285717,115.85972635250003,364.0,23.57965224510319,358.25,22.4258035902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,47.0,1409,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,47.0,1.0,False,10,3,12,3.0,271.0,390.0,344.0,358.0,341.0,362.0,350.0,345.14285714285717,36.51679326660805,335.0,60.00833275470999,340.75,50.32809023464596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,68.0,1408,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,68.0,1.0,False,10,3,12,5.0,47.0,271.0,390.0,344.0,358.0,341.0,362.0,301.85714285714283,118.14599523672476,236.0,174.1579742647462,263.0,152.10741818421175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,60.0,1407,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,15,0,843.3868096839118,47,40,0,0,60.0,1.0,False,10,3,12,5.0,68.0,47.0,271.0,390.0,344.0,358.0,341.0,259.85714285714283,142.8722372977906,128.66666666666666,123.71068399024125,194.0,165.15649144573962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,56.0,1406,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,3,0,843.3868096839118,47,40,0,0,56.0,1.0,False,10,3,12,120.0,60.0,68.0,47.0,271.0,390.0,344.0,358.0,219.71428571428572,155.2167455374519,58.333333333333336,10.598742063723098,111.5,106.68489427593143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,47.0,1405,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,47.0,1.0,False,10,3,12,5.0,56.0,60.0,68.0,47.0,271.0,390.0,344.0,176.57142857142858,152.31749422708822,61.333333333333336,6.110100926607787,57.75,8.73212459828649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,10,6192976,289.0,1404,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,0,1,150,9894,1,10,28,0,843.3868096839118,47,40,0,0,289.0,1.0,False,10,3,12,4.0,47.0,56.0,60.0,68.0,47.0,271.0,390.0,134.14285714285714,138.65956941544349,54.333333333333336,6.658328118479393,57.75,8.73212459828649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,7,6192976,408.0,1403,0,0,4,False,9,9,0,0,0,18,True,85963,81,0,0,4,150,9905,1,10,43,0,843.9561206565616,47,41,0,0,408.0,1.0,False,9,1,12,429676.0,289.0,47.0,56.0,60.0,68.0,47.0,271.0,119.71428571428571,109.8631182968368,130.66666666666666,137.1945091223892,113.0,117.45921277901817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,5,6192976,348.0,1402,0,0,3,False,15,3,10,1,11,18,True,85969,117,1,0,0,150,9906,1,10,6,0,843.8972187649036,47,40,0,0,348.0,1.0,False,11,1,12,7219.0,408.0,289.0,47.0,56.0,60.0,68.0,47.0,139.28571428571428,147.17304359802023,248.0,183.95923461462868,200.0,178.2601095777366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,7,6192976,369.0,1401,0,0,1,False,23,16,0,0,0,39,True,85969,81,1,0,0,150,9906,1,10,11,0,843.8972187649036,47,41,0,0,369.0,1.0,False,11,1,12,30.0,348.0,408.0,289.0,47.0,56.0,60.0,68.0,182.28571428571428,159.19664389858045,348.3333333333333,59.50070027599115,273.0,158.30561160826443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,7,6192976,268.0,1400,0,0,1,False,5,2,0,0,0,7,True,85972,81,1,0,0,150,9907,1,10,12,0,843.8677709021541,47,41,0,0,268.0,1.0,False,12,1,12,2005.0,369.0,348.0,408.0,289.0,47.0,56.0,60.0,225.28571428571428,163.7678379960631,375.0,30.44667469527666,353.5,49.66890375275057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,7,6192976,364.0,1399,0,0,1,False,4,1,4,1,5,5,True,85975,81,0,0,0,150,9908,1,10,9,0,843.8732189589997,47,41,0,0,364.0,1.0,False,12,1,12,777.0,268.0,369.0,348.0,408.0,289.0,47.0,56.0,255.0,146.76738965678535,328.3333333333333,53.29477773040557,348.25,58.99364372540486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,7,6192976,353.0,1398,0,0,1,False,1,1,0,0,0,2,False,85957,0,0,1,0,150,9895,1,10,1,0,843.3868096839118,47,40,0,0,353.0,1.0,False,15,1,12,10891.0,364.0,268.0,369.0,348.0,408.0,289.0,47.0,299.0,121.08674576517448,333.6666666666667,56.92392584259569,337.25,47.02747423935644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,7,6192976,324.0,1397,0,0,3,False,15,3,10,1,11,18,True,85967,117,1,0,0,150,9895,1,10,6,0,843.3933951399955,47,40,0,0,324.0,1.0,False,10,2,12,68066.0,353.0,364.0,268.0,369.0,348.0,408.0,289.0,342.7142857142857,48.31740295764486,328.3333333333333,52.53887449625594,338.5,47.47279922931306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,329.0,1396,0,0,1,False,1,1,0,0,0,2,True,85985,140,0,0,1,150,9910,1,10,19,0,843.8797464674071,47,40,0,0,329.0,1.0,False,10,2,12,55.0,324.0,353.0,364.0,268.0,369.0,348.0,408.0,347.7142857142857,43.39245051739717,347.0,20.663978319771825,327.25,42.952493136797855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,366.0,1395,0,0,1,False,1,1,0,0,0,2,False,85985,0,0,0,1,150,9910,1,10,30,0,843.8797464674071,47,40,0,0,366.0,1.0,False,10,2,12,3.0,329.0,324.0,353.0,364.0,268.0,369.0,348.0,336.42857142857144,34.452175271706444,335.3333333333333,15.50268793897798,342.5,19.122412679017955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,10,6192976,317.0,1394,0,0,1,False,1,1,0,0,0,2,False,85985,0,0,0,1,150,9910,1,10,30,0,843.8797464674071,47,40,0,0,317.0,1.0,False,10,2,12,4.0,366.0,329.0,324.0,353.0,364.0,268.0,369.0,339.0,36.09247382303777,339.6666666666667,22.941955743426348,343.0,19.882991056008986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
