branch,conclusion,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,build_duration_original,run_attempt_from_api,fixed_with_api,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___Dockerfile_,ft___Dockerfile__,ft___css_,ft___css__,ft___hbs_,ft___hbs__,ft___html_,ft___html__,ft___j2_,ft___j2__,ft___jpg_,ft___jpg__,ft___js__,ft___json_,ft___json5_,ft___json5__,ft___js__,ft___lock_,ft___lock__,ft___md_,ft___md__,ft___mjs_,ft___mjs__,ft___new_,ft___patch_,ft___patch__,ft___png_,ft___png__,ft___rs_,ft___rs__,ft___sample__,ft___snap_,ft___snap__,ft___snap___,ft___sql_,ft___sql__,ft___svg_,ft___toml_,ft___toml__,ft___ts_,ft___ts__,ft___txt__,ft___typ_,ft___typ__,ft___yaml_,ft___yaml__,ft___yml_,ft___yml__,ft____Dockerfile_,ft____Dockerfile__,ft____css_,ft____css__,ft____hbs_,ft____hbs__,ft____hbs__,ft____html_,ft____html__,ft____j2__,ft____j2__,ft____js__,ft____json_,ft____json__,ft____json5__,ft____lock__,ft____md_,ft____md__,ft____mjs__,ft____patch_,ft____pem_,ft____png_,ft____rs_,ft____rs__,ft____rs__,ft____sample_,ft____sh_,ft____snap_,ft____snap__,ft____sql_,ft____sql__,ft____svg_,ft____toml_,ft____toml__,ft____ts_,ft____ts__,ft____txt__,ft____typ_,ft____typ__,ft____webp_,ft____yaml__,ft____yml_,ft____yml__,ft___
1,success,1,27,51073,694.0,4375,0,0,2,True,3,3,0,0,0,6,True,66946,128,0,0,2,369,18575,8,12,969,1,523.5861739312282,0,269.0,0,0,694.0,1.0,False,6,1,11,541.0,305.0,307.0,299.0,768.0,299.0,694.0,696.0,481.14285714285717,224.15130944031876,303.6666666666667,4.163331998932266,419.75,232.19155166944955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,9,51073,304.0,4373,0,0,2,True,98,34,0,0,0,132,True,66946,132,1,0,1,369,18580,8,12,681,0,523.5861739312282,0,269.0,0,0,304.0,1.0,False,8,1,11,5962.0,694.0,305.0,307.0,299.0,768.0,299.0,694.0,480.85714285714283,223.83284579601553,435.3333333333333,224.01413645869167,401.25,195.19626874849155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,27,51073,701.0,4372,0,0,2,True,3,3,0,0,0,6,True,67026,146,0,0,2,369,18580,8,12,957,1,524.7814281025273,0,269.0,0,0,701.0,1.0,False,8,1,11,77.0,304.0,694.0,305.0,307.0,299.0,768.0,299.0,425.14285714285717,210.05033410385917,434.3333333333333,224.8784857057992,402.5,194.33733557914186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,9,51073,695.0,4370,0,0,2,True,3,3,0,0,0,6,True,66946,146,0,0,2,369,18580,8,12,957,1,523.5861739312282,0,269.0,0,0,695.0,1.0,False,8,1,11,2326.0,701.0,304.0,694.0,305.0,307.0,299.0,768.0,482.57142857142856,224.28616924430654,566.3333333333334,227.21428945674464,501.0,226.91701860665572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,17,51073,723.0,4369,0,0,3,True,69,50,0,0,0,119,False,67026,0,1,0,2,369,18580,8,12,982,0,524.7814281025273,0,269.0,0,0,723.0,1.0,False,8,1,11,78.0,695.0,701.0,304.0,694.0,305.0,307.0,299.0,472.14285714285717,210.047953708535,566.6666666666666,227.4957875067873,598.5,196.357666856513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,741.0,4368,2,0,29,True,175,12,116,8,124,187,True,66996,277,7,0,1,369,18591,8,12,49,4,524.8074511911159,0,269.0,0,0,741.0,1.0,False,12,1,11,14131.0,723.0,695.0,701.0,304.0,694.0,305.0,307.0,532.7142857142857,212.91212137539617,706.3333333333334,14.742229591663987,605.75,201.52646641735836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,9,51073,667.0,4367,2,0,28,True,175,12,116,8,124,187,True,66996,277,6,0,1,369,18591,8,12,0,4,524.8074511911159,0,269.0,0,0,667.0,1.0,False,12,1,11,745.0,741.0,723.0,695.0,701.0,304.0,694.0,305.0,594.7142857142857,198.9629063298938,719.6666666666666,23.180451534284945,715.0,21.10292238845922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,701.0,4366,0,0,5,True,119,80,20,6,26,199,False,67046,0,2,0,2,369,18591,8,12,79,0,524.6248844077201,0,269.0,0,0,701.0,1.0,False,12,1,11,353.0,667.0,741.0,723.0,695.0,701.0,304.0,694.0,646.4285714285714,152.800367738276,710.3333333333334,38.591881702416806,706.5,32.42941051987635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,685.0,4365,0,0,9,True,13,2,0,0,0,15,True,67007,45,9,0,0,369,18594,8,12,29,0,524.7212977748593,0,269.0,0,0,685.0,1.0,False,15,1,11,8141.0,701.0,667.0,741.0,723.0,695.0,701.0,304.0,647.4285714285714,153.1860058260949,703.0,37.04051835490427,708.0,31.85383284106744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,676.0,4364,0,0,2,True,65,58,0,0,0,123,True,67033,113,2,0,0,369,18594,8,12,79,4,524.726627183626,0,269.0,0,0,676.0,1.0,False,15,1,11,257.0,685.0,701.0,667.0,741.0,723.0,695.0,701.0,701.8571428571429,24.244783434989138,684.3333333333334,17.009801096230767,698.5,31.55418619877031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,27,51073,316.0,4362,0,0,2,True,18,82,0,0,0,100,True,67046,182,1,0,1,369,18594,8,12,681,0,524.6248844077201,0,269.0,0,0,316.0,1.0,False,15,1,11,504.0,676.0,685.0,701.0,667.0,741.0,723.0,695.0,698.2857142857143,26.157945164674064,687.3333333333334,12.662279942148386,682.25,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,27,51073,286.0,4360,0,0,2,True,18,82,0,0,0,100,True,67044,182,1,0,1,369,18594,8,12,681,0,524.6405345743094,0,269.0,0,0,286.0,1.0,False,15,1,11,203.0,316.0,676.0,685.0,701.0,667.0,741.0,723.0,644.1428571428571,147.0356289831692,559.0,210.492280143477,594.5,185.95429545993284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,677.0,4359,0,0,2,True,4,0,0,0,0,4,False,67046,0,2,0,0,369,18594,8,12,100,0,524.6248844077201,0,269.0,0,0,677.0,1.0,False,16,1,11,3296.0,286.0,316.0,676.0,685.0,701.0,667.0,741.0,581.7142857142857,193.4267426234148,426.0,217.02534414210706,490.75,219.47721977462717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,704.0,4358,0,0,4,True,76,75,0,0,0,151,True,67046,25,4,0,0,369,18595,8,12,27,0,524.6248844077201,0,269.0,0,0,704.0,1.0,False,17,1,11,4643.0,677.0,286.0,316.0,676.0,685.0,701.0,667.0,572.5714285714286,186.01331237562644,426.3333333333333,217.60131739797288,488.75,217.14108316944538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,27,51073,701.0,4357,0,0,6,True,7,7,1,1,2,14,True,67046,165,0,0,5,369,18595,8,12,973,1,524.6248844077201,0,269.0,0,0,701.0,1.0,False,19,1,11,6669.0,704.0,677.0,286.0,316.0,676.0,685.0,701.0,577.8571428571429,189.63423440176317,555.6666666666666,233.92805161701608,495.75,225.48078262533448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,27,51073,692.0,4356,0,0,2,True,6,5,0,0,0,11,True,67046,569,0,0,2,369,18595,8,12,968,1,524.6248844077201,0,269.0,0,0,692.0,1.0,False,19,1,11,10.0,701.0,704.0,677.0,286.0,316.0,676.0,685.0,577.8571428571429,189.63423440176317,694.0,14.798648586948742,592.0,204.35752983435674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,9,51073,686.0,4353,0,0,1,True,59,58,0,0,0,117,True,67046,25,1,0,0,369,18596,8,12,0,0,524.6248844077201,0,269.0,0,0,686.0,1.0,False,19,1,11,1535.0,692.0,701.0,704.0,677.0,286.0,316.0,676.0,578.8571428571429,190.31064830204025,699.0,6.244997998398398,693.5,12.12435565298214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,9,51073,702.0,4352,0,0,2,True,113,91,0,0,0,204,True,67046,86,2,0,0,369,18596,8,12,36,0,524.6248844077201,0,269.0,0,0,702.0,1.0,False,20,1,11,478.0,686.0,692.0,701.0,704.0,677.0,286.0,316.0,580.2857142857143,191.19685691778017,693.0,7.54983443527075,695.75,8.261355820929152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,27,51073,751.0,4351,0,0,2,True,3,3,0,0,0,6,True,67046,128,0,0,2,369,18596,8,12,968,1,524.6248844077201,0,269.0,0,0,751.0,1.0,False,21,1,11,5415.0,702.0,686.0,692.0,701.0,704.0,677.0,286.0,635.4285714285714,154.39112360371968,693.3333333333334,8.082903768654761,695.25,7.632168761236874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,27,51073,711.0,4350,0,0,2,True,3,3,0,0,0,6,True,67046,128,0,0,2,369,18596,8,12,968,1,524.6248844077201,0,269.0,0,0,711.0,1.0,False,21,1,11,755.0,751.0,702.0,686.0,692.0,701.0,704.0,677.0,701.8571428571429,23.758707676895863,713.0,33.8673884437522,707.75,29.57899029153407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,17,51073,695.0,4349,0,0,3,True,67,51,0,0,0,118,True,67046,17,1,0,2,369,18596,8,12,982,5,524.6248844077201,0,269.0,0,0,695.0,1.0,False,0,2,11,8663.0,711.0,751.0,702.0,686.0,692.0,701.0,704.0,706.7142857142857,21.163760580406354,721.3333333333334,26.08320021265284,712.5,27.670682439482164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,0,27,51073,708.0,4348,0,0,2,True,3,3,0,0,0,6,True,67046,128,0,0,2,369,18596,8,12,968,1,524.6248844077201,0,269.0,0,0,708.0,1.0,False,0,2,11,674.0,695.0,711.0,751.0,702.0,686.0,692.0,701.0,705.4285714285714,21.62450109526339,719.0,28.844410203711913,714.75,25.03830398942122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,27,51073,688.0,4347,0,0,2,True,3,3,0,0,0,6,True,67046,128,0,0,2,369,18596,8,12,968,1,524.6248844077201,0,269.0,0,0,688.0,1.0,False,0,2,11,711.0,708.0,695.0,711.0,751.0,702.0,686.0,692.0,706.4285714285714,21.54729018428337,704.6666666666666,8.504900548115383,716.25,24.185050478894325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
