branch,conclusion,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,build_duration_original,run_attempt_from_api,fixed_with_api,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___in_,ft___in__,ft___json5_,ft___json5__,ft___md_,ft___sh_,ft___sh__,ft___yml__,ft___yml__,ft____cosmic_,ft____cosmic__,ft____in_,ft____in__,ft____json_,ft____json__,ft____json5_,ft____json5__,ft____md_,ft____md__,ft____pub_,ft____py_,ft____py__,ft____sh_,ft____sh__,ft____txt_,ft____txt__,ft____yml__,ft___
2,success,0,2,105026558,1533.0,1153,0,0,2,False,35,2,0,0,0,37,True,1974,5,2,0,0,5,286,24,4,33,0,0.0,0,66.0,0,0,1533.0,1.0,False,2,6,12,5637.0,1645.0,1574.0,475.0,1613.0,1534.0,1785.0,1730.0,1479.4285714285713,451.33389603960137,1231.3333333333333,655.9651921659665,1326.75,568.5750463512563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,1,2,105026558,1506.0,1152,0,0,1,False,0,1,0,0,0,1,True,1946,8,1,0,0,5,286,24,4,29,0,0.0,0,66.0,0,0,1506.0,1.0,False,2,6,12,12.0,1533.0,1645.0,1574.0,475.0,1613.0,1534.0,1785.0,1451.2857142857142,439.0811292861925,1584.0,56.66568626602876,1306.75,556.4269194302758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,1,2,105026558,1610.0,1151,0,0,2,False,35,2,0,0,0,37,True,1974,5,2,0,0,5,286,24,4,33,0,0.0,0,66.0,0,0,1610.0,1.0,False,2,6,12,2664.0,1506.0,1533.0,1645.0,1574.0,475.0,1613.0,1534.0,1411.4285714285713,415.7847428429191,1561.3333333333333,73.7043644117045,1564.5,60.511706856332076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,failure,2,2,105026558,728.0,1150,0,0,2,False,35,2,0,0,0,37,True,1974,5,2,0,0,5,286,24,4,33,0,0.0,0,66.0,0,0,27321.0,2.0,True,6,6,12,14553.0,1610.0,1506.0,1533.0,1645.0,1574.0,475.0,1613.0,1422.2857142857142,420.48452777151994,1549.6666666666667,53.96603870336726,1573.5,64.91276197071471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,2,105026558,1517.0,1149,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,1517.0,1.0,False,14,6,12,28814.0,728.0,1610.0,1506.0,1533.0,1645.0,1574.0,475.0,1295.857142857143,482.1159710316694,1281.3333333333333,482.0138310602024,1344.25,413.1895247139421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,success,1,2,105026558,1464.0,1148,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,1464.0,1.0,False,15,6,12,1452.0,1517.0,728.0,1610.0,1506.0,1533.0,1645.0,1574.0,1444.7142857142858,320.05297180608204,1285.0,484.61221610685794,1340.25,410.8238673689736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,success,3,2,105026558,3987.0,1147,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,3987.0,1.0,False,16,6,12,3025.0,1464.0,1517.0,728.0,1610.0,1506.0,1533.0,1645.0,1429.0,315.31254335975916,1236.3333333333333,441.026454233001,1329.75,405.67998471701804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,success,2,2,105026558,1526.0,1146,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,1526.0,1.0,False,6,0,12,53318.0,3987.0,1464.0,1517.0,728.0,1610.0,1506.0,1533.0,1763.5714285714287,1025.4814896985151,2322.6666666666665,1441.5985340355105,1924.0,1421.693122067253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,success,2,2,105026558,1775.0,1145,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,1775.0,1.0,False,6,1,12,86321.0,1526.0,3987.0,1464.0,1517.0,728.0,1610.0,1506.0,1762.5714285714287,1025.747184112287,2325.6666666666665,1439.0908009341638,2123.5,1242.634432700677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,success,2,2,105026558,1525.0,1144,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,1525.0,1.0,False,6,2,12,86282.0,1775.0,1526.0,3987.0,1464.0,1517.0,728.0,1610.0,1801.0,1019.5531701027988,2429.3333333333335,1354.7119004915153,2188.0,1206.8402269287071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,success,0,2,105026558,1542.0,1143,0,0,2,False,65,59,0,0,0,124,True,1974,4,1,0,1,5,287,24,4,458,0,0.0,0,66.0,0,0,1542.0,1.0,False,3,3,12,75418.0,1525.0,1775.0,1526.0,3987.0,1464.0,1517.0,728.0,1788.857142857143,1022.708402327113,1608.6666666666667,144.04975992112355,2203.25,1194.9690023873702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1545.0,1142,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,24,4,450,0,0.0,0,66.0,0,0,1545.0,1.0,False,6,3,12,11005.0,1542.0,1525.0,1775.0,1526.0,3987.0,1464.0,1517.0,1905.142857142857,923.4409254831318,1614.0,139.68894014917572,1592.0,122.24838103904143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,failure,2,2,105026558,1596.0,1141,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,18,4,450,0,0.0,0,66.0,0,0,1596.0,1.0,False,6,4,12,86297.0,1545.0,1542.0,1525.0,1775.0,1526.0,3987.0,1464.0,1909.142857142857,921.5381034935432,1537.3333333333333,10.785793124908958,1596.75,119.15920722573924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,failure,2,2,105026558,1399.0,1140,0,0,1,False,1,1,0,0,0,2,True,1974,11,0,0,1,5,287,18,4,450,0,0.0,0,66.0,0,0,1399.0,1.0,False,6,5,12,86266.0,1596.0,1545.0,1542.0,1525.0,1775.0,1526.0,3987.0,1928.0,912.2145215536384,1561.0,30.347981810987037,1552.0,30.62678566222711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,failure,1,2,105026558,1486.0,1139,0,0,2,False,65,59,0,0,0,124,True,1974,4,1,0,1,5,288,18,4,458,0,0.0,0,66.0,0,0,1486.0,1.0,False,2,6,12,70680.0,1399.0,1596.0,1545.0,1542.0,1525.0,1775.0,1526.0,1558.2857142857142,112.80619706043677,1513.3333333333333,102.2464343306569,1520.5,84.70537173048709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,failure,2,2,105026558,3734.0,1138,0,0,2,False,65,59,0,0,0,124,True,1974,4,1,0,1,5,288,18,4,458,0,0.0,0,66.0,0,0,3734.0,1.0,False,6,6,12,15740.0,1486.0,1399.0,1596.0,1545.0,1542.0,1525.0,1775.0,1552.5714285714287,115.69047374043257,1493.6666666666667,98.72351965632775,1506.5,84.59511412211306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,failure,0,2,105026558,1423.0,1134,0,0,1,False,0,1,0,0,0,1,True,1962,5,1,0,0,5,289,18,4,25,0,0.0,0,66.0,0,0,1423.0,1.0,False,14,6,12,29623.0,3734.0,1486.0,1399.0,1596.0,1545.0,1542.0,1525.0,1832.4285714285713,840.7557824447512,2206.3333333333335,1323.713085730187,2053.75,1123.0631846279473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,2,105026558,2280.0,1133,0,0,1,False,0,6,0,0,0,6,True,1956,5,1,0,0,5,289,24,4,25,0,0.0,0,66.0,0,0,2280.0,1.0,False,15,6,12,2377.0,1423.0,3734.0,1486.0,1399.0,1596.0,1545.0,1542.0,1817.857142857143,847.8261277273441,2214.3333333333335,1316.446859289555,2010.5,1149.585577501736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,2,105026558,1600.0,1132,0,0,1,False,1,6,0,0,0,7,True,1951,5,1,0,0,5,289,24,4,25,0,0.0,0,66.0,0,0,1600.0,1.0,False,16,6,12,2210.0,2280.0,1423.0,3734.0,1486.0,1399.0,1596.0,1545.0,1923.2857142857142,853.6712314635953,2479.0,1168.2812161461811,2230.75,1075.375709539074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,1,2,105026558,1715.0,1131,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,1715.0,1.0,False,16,6,12,2176.0,1600.0,2280.0,1423.0,3734.0,1486.0,1399.0,1596.0,1931.142857142857,849.853796950085,1767.6666666666667,452.43378889438986,2259.25,1050.2765905544438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,76.0,1130,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,16207.0,2.0,True,6,0,12,50156.0,1715.0,1600.0,2280.0,1423.0,3734.0,1486.0,1399.0,1948.142857142857,843.1965821743327,1865.0,363.97115270306796,1754.5,370.3480345116829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1443.0,1129,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,1443.0,1.0,False,6,1,12,86357.0,76.0,1715.0,1600.0,2280.0,1423.0,3734.0,1486.0,1759.142857142857,1096.9044972970419,1130.3333333333333,914.8881534555649,1417.75,942.5746212723249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1611.0,1128,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,1611.0,1.0,False,6,2,12,86390.0,1443.0,76.0,1715.0,1600.0,2280.0,1423.0,3734.0,1753.0,1098.807838826547,1078.0,878.3501579666278,1208.5,763.1865215441547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1515.0,1127,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,1515.0,1.0,False,6,3,12,86433.0,1611.0,1443.0,76.0,1715.0,1600.0,2280.0,1423.0,1449.7142857142858,670.3480972066463,1043.3333333333333,841.9360624972263,1211.25,765.0849081420092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1512.0,1126,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,1512.0,1.0,False,6,4,12,86364.0,1515.0,1611.0,1443.0,76.0,1715.0,1600.0,2280.0,1462.857142857143,670.6388567556135,1523.0,84.2852300228219,1161.25,726.7656087075117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1543.0,1125,0,0,3,False,7,28,0,0,0,35,True,1951,5,3,0,0,5,289,24,4,50,0,0.0,0,66.0,0,0,1543.0,1.0,False,6,5,12,86318.0,1512.0,1515.0,1611.0,1443.0,76.0,1715.0,1600.0,1353.142857142857,569.9372563629055,1546.0,56.31163290120435,1520.25,69.03803299631298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,2,105026558,1467.0,1124,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,1467.0,1.0,False,1,6,12,65991.0,1543.0,1512.0,1515.0,1611.0,1443.0,76.0,1715.0,1345.0,566.2175671359317,1523.3333333333333,17.09775813764288,1545.25,46.00271731104588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,1,2,105026558,1941.0,1123,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,1941.0,1.0,False,1,6,12,1408.0,1467.0,1543.0,1512.0,1515.0,1611.0,1443.0,76.0,1309.5714285714287,546.6278005928278,1507.3333333333333,38.214307966170644,1509.25,31.4364438192363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,3838.0,1122,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,3838.0,1.0,False,6,6,12,19016.0,1941.0,1467.0,1543.0,1512.0,1515.0,1611.0,1443.0,1576.0,169.76748805351394,1650.3333333333333,254.57677296511818,1615.75,219.06677064310782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1492.0,1121,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,1492.0,1.0,False,6,0,12,86535.0,3838.0,1941.0,1467.0,1543.0,1512.0,1515.0,1611.0,1918.142857142857,861.4376411115372,2415.3333333333335,1254.6530728983744,2197.25,1113.4080937972983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1705.0,1120,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,1705.0,1.0,False,6,1,12,86325.0,1492.0,3838.0,1941.0,1467.0,1543.0,1512.0,1515.0,1901.142857142857,869.6442622458583,2423.6666666666665,1245.25271866129,2184.5,1123.6424401620532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1593.0,1119,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,1593.0,1.0,False,6,2,1,86448.0,1705.0,1492.0,3838.0,1941.0,1467.0,1543.0,1512.0,1928.2857142857142,858.4768904452649,2345.0,1297.3546161323818,2244.0,1078.3737756455319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1564.0,1118,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,24,4,27,0,0.0,0,66.0,0,0,1564.0,1.0,False,6,3,1,86369.0,1593.0,1705.0,1492.0,3838.0,1941.0,1467.0,1543.0,1939.857142857143,852.4553612108629,1596.6666666666667,106.54732907648757,2157.0,1124.0382555767396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,failure,2,2,105026558,1528.0,1117,0,0,1,False,1,0,0,0,0,1,True,1952,3,1,0,0,5,290,18,4,27,0,0.0,0,66.0,0,0,1528.0,1.0,False,6,4,1,86404.0,1564.0,1593.0,1705.0,1492.0,3838.0,1941.0,1467.0,1942.857142857143,850.8614122506336,1620.6666666666667,74.4602802394225,1588.5,88.51553535961922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,failure,0,2,105026558,1507.0,1116,0,0,2,False,3,1,0,0,0,4,True,1953,5,2,0,0,5,291,18,4,36,0,0.0,0,66.0,0,0,1507.0,1.0,False,17,4,1,40034.0,1528.0,1564.0,1593.0,1705.0,1492.0,3838.0,1941.0,1951.5714285714287,845.4708465588583,1561.6666666666667,32.562759915789286,1597.5,76.43951857514541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,2,105026558,1472.0,1115,0,0,2,False,20,49,0,0,0,69,True,1931,5,1,0,1,5,291,24,4,50,0,0.0,0,66.0,0,0,3779.0,2.0,True,18,4,1,2409.0,1507.0,1528.0,1564.0,1593.0,1705.0,1492.0,3838.0,1889.5714285714287,862.1242866978553,1533.0,28.827070610799147,1548.0,38.13135192987524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,success,1,2,105026558,1340.0,1114,0,0,4,False,23,50,0,0,0,73,True,1931,5,3,0,1,5,291,24,4,70,0,0.0,0,66.0,0,0,2990.0,2.0,True,22,4,1,14752.0,1472.0,1507.0,1528.0,1564.0,1593.0,1705.0,1492.0,1551.5714285714287,79.4079281156425,1502.3333333333333,28.290163190291665,1517.75,38.52596527019148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,1918.0,1113,0,0,4,False,23,50,0,0,0,73,True,1931,5,3,0,1,5,291,24,4,70,0,0.0,0,66.0,0,0,1918.0,1.0,False,6,5,1,29121.0,1340.0,1472.0,1507.0,1528.0,1564.0,1593.0,1705.0,1529.857142857143,112.35869432525546,1439.6666666666667,88.07004787856842,1461.75,84.38947406716866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,2,105026558,614.0,1111,0,0,2,False,7,1,0,0,0,8,True,1945,24,2,0,0,5,292,16,4,37,0,0.0,0,66.0,0,0,614.0,1.0,False,21,5,1,52253.0,1918.0,1340.0,1472.0,1507.0,1528.0,1564.0,1593.0,1560.2857142857142,177.59759221877067,1576.6666666666667,302.88171508582906,1559.25,249.74303460423744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,success,0,2,105026558,1534.0,1108,0,0,3,False,30,23,0,0,0,53,True,1940,24,0,0,3,5,292,24,4,83,0,0.0,0,66.0,0,0,1534.0,1.0,False,21,5,1,2439.0,614.0,1918.0,1340.0,1472.0,1507.0,1528.0,1564.0,1420.4285714285713,397.2219602618739,1290.6666666666667,653.3982960900138,1336.0,541.1469301400499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,success,1,2,105026558,1504.0,1107,0,0,5,False,70,41,0,0,0,111,True,1940,24,1,0,4,5,292,24,4,506,0,0.0,0,66.0,0,0,1504.0,1.0,False,22,5,1,1590.0,1534.0,614.0,1918.0,1340.0,1472.0,1507.0,1528.0,1416.142857142857,395.57318268196957,1355.3333333333333,670.1084489344493,1351.5,547.1949683004526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,success,2,2,105026558,2080.0,1106,0,0,5,False,70,41,0,0,0,111,True,1940,24,1,0,4,5,292,24,4,506,0,0.0,0,66.0,0,0,40518.0,2.0,True,6,6,1,30113.0,1504.0,1534.0,614.0,1918.0,1340.0,1472.0,1507.0,1412.7142857142858,394.5447647968117,1217.3333333333333,522.7172594561359,1392.5,552.1675470362234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,failure,0,2,105026558,27.0,1104,0,0,2,False,3,2,0,0,0,5,True,1960,3,0,0,2,5,292,12,4,72,0,0.0,0,61.0,0,0,27.0,1.0,False,18,6,1,42737.0,2080.0,1504.0,1534.0,614.0,1918.0,1340.0,1472.0,1494.5714285714287,469.6576260578398,1706.0,324.2406513687018,1433.0,606.7981542490056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,failure,0,2,105026558,30.0,1103,0,0,2,False,6,0,0,0,0,6,True,1964,3,0,0,2,5,292,12,4,72,0,0.0,0,61.0,0,0,30.0,1.0,False,18,6,1,127.0,27.0,2080.0,1504.0,1534.0,614.0,1918.0,1340.0,1288.142857142857,727.8320384473853,1203.6666666666667,1058.939249123071,1286.25,880.2546506551386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,success,0,2,105026558,1589.0,1101,0,0,2,False,18,32,0,0,0,50,True,1952,3,0,0,2,5,292,29,4,58,0,0.0,0,47.0,0,0,1589.0,1.0,False,18,6,1,907.0,30.0,27.0,2080.0,1504.0,1534.0,614.0,1918.0,1101.0,867.3248142036139,712.3333333333334,1184.4350270628327,910.25,1044.960086957073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
